codigo_med,tipo_suministro,medicamento,categoria_eess,periodo,consumo_total,precio_unitario,consumo_venta,consumo_sis,consumo_intersanitario,stock
10001,S,ACEITE DE INMERSION  PARA MICROSCOPIA 100 mL  SOLUCION,PUESTO,202501,0,50.85,,,,9
10001,S,ACEITE DE INMERSION  PARA MICROSCOPIA 100 mL  SOLUCION,PUESTO,202502,0,50.85,,,,9
10001,S,ACEITE DE INMERSION  PARA MICROSCOPIA 100 mL  SOLUCION,PUESTO,202503,1,49.96,,,1,8
10001,S,ACEITE DE INMERSION  PARA MICROSCOPIA 100 mL  SOLUCION,PUESTO,202504,0,51.54,,,,9
10001,S,ACEITE DE INMERSION  PARA MICROSCOPIA 100 mL  SOLUCION,PUESTO,202505,1,54.1333,,,1,11
10001,S,ACEITE DE INMERSION  PARA MICROSCOPIA 100 mL  SOLUCION,PUESTO,202506,0,54.1333,,,,14
10001,S,ACEITE DE INMERSION  PARA MICROSCOPIA 100 mL  SOLUCION,PUESTO,202507,1,53.9,,,,13
10001,S,ACEITE DE INMERSION  PARA MICROSCOPIA 100 mL  SOLUCION,PUESTO,202508,0,53.9,,,,11
10001,S,ACEITE DE INMERSION  PARA MICROSCOPIA 100 mL  SOLUCION,PUESTO,202509,0,53.9,,,,11
10001,S,ACEITE DE INMERSION  PARA MICROSCOPIA 100 mL  SOLUCION,PUESTO,202510,0,53.9,,,,11
10001,S,ACEITE DE INMERSION  PARA MICROSCOPIA 100 mL  SOLUCION,PUESTO,202511,1,51.725,,,1,11
10001,S,ACEITE DE INMERSION  PARA MICROSCOPIA 100 mL  SOLUCION,PUESTO,202512,0,51.725,,,,11
10001,S,ACEITE DE INMERSION  PARA MICROSCOPIA 100 mL  SOLUCION,PUESTO,202601,1,51.725,,1,,10
10001,S,ACEITE DE INMERSION  PARA MICROSCOPIA 100 mL  SOLUCION,PUESTO,202602,0,52.275,,,,10
10001,S,ACEITE DE INMERSION  PARA MICROSCOPIA 100 mL  SOLUCION,PUESTO,202603,0,52.275,,,,10
10001,S,ACEITE DE INMERSION  PARA MICROSCOPIA 100 mL  SOLUCION,PUESTO,202604,1,52.275,,1,,9
10007,S,ACEITE DE INMERSION  PARA MICROSCOPIA 120 mL  SOLUCION,CENTRO,202104,0,39.6,,,,1
10007,S,ACEITE DE INMERSION  PARA MICROSCOPIA 120 mL  SOLUCION,CENTRO,202105,0,39.6,,,,1
10007,S,ACEITE DE INMERSION  PARA MICROSCOPIA 120 mL  SOLUCION,CENTRO,202106,0,39.6,,,,1
10007,S,ACEITE DE INMERSION  PARA MICROSCOPIA 120 mL  SOLUCION,CENTRO,202107,0,39.6,,,,1
10007,S,ACEITE DE INMERSION  PARA MICROSCOPIA 120 mL  SOLUCION,CENTRO,202108,1,39.6,,1,,0
10007,S,ACEITE DE INMERSION  PARA MICROSCOPIA 120 mL  SOLUCION,CENTRO,202109,0,39.6,,,,0
10007,S,ACEITE DE INMERSION  PARA MICROSCOPIA 120 mL  SOLUCION,CENTRO,202110,0,39.6,,,,0
10007,S,ACEITE DE INMERSION  PARA MICROSCOPIA 120 mL  SOLUCION,CENTRO,202111,0,39.6,,,,0
00056,S,ACETAZOLAMIDA  250 mg TABLETA,CENTRO,202104,0,0.3,,,,110
00056,S,ACETAZOLAMIDA  250 mg TABLETA,CENTRO,202105,0,0.3,,,,110
00056,S,ACETAZOLAMIDA  250 mg TABLETA,CENTRO,202106,0,0.3,,,,110
00056,S,ACETAZOLAMIDA  250 mg TABLETA,CENTRO,202107,0,0.3,,,,110
00056,S,ACETAZOLAMIDA  250 mg TABLETA,CENTRO,202108,0,0.3,,,,110
00056,S,ACETAZOLAMIDA  250 mg TABLETA,CENTRO,202109,0,0.3,,,,110
00056,S,ACETAZOLAMIDA  250 mg TABLETA,CENTRO,202110,0,0.3,,,,110
00056,S,ACETAZOLAMIDA  250 mg TABLETA,CENTRO,202111,0,0.3,,,,10
00056,S,ACETAZOLAMIDA  250 mg TABLETA,CENTRO,202112,0,0.3,,,,10
00056,S,ACETAZOLAMIDA  250 mg TABLETA,CENTRO,202201,0,0.3,,,,10
00056,S,ACETAZOLAMIDA  250 mg TABLETA,CENTRO,202202,0,0.3,,,,10
00056,S,ACETAZOLAMIDA  250 mg TABLETA,PUESTO,202104,0,0.3,,,,10
00056,S,ACETAZOLAMIDA  250 mg TABLETA,PUESTO,202105,0,0.3,,,,10
00056,S,ACETAZOLAMIDA  250 mg TABLETA,PUESTO,202106,0,0.3,,,,10
00056,S,ACETAZOLAMIDA  250 mg TABLETA,PUESTO,202107,10,0.3,,,,0
00056,S,ACETAZOLAMIDA  250 mg TABLETA,PUESTO,202108,0,0.3,,,,0
00056,S,ACETAZOLAMIDA  250 mg TABLETA,PUESTO,202109,0,0.3,,,,0
00056,S,ACETAZOLAMIDA  250 mg TABLETA,PUESTO,202110,0,0.3,,,,0
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202104,385,0.0,85,300,,16331
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202105,1307,0.0,65,1242,,15974
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202106,3066,0.0,312,1393,1361,14893
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202107,528,0.0484,,528,,13845
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202108,1185,0.07,63,1122,,13211
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202109,650,0.0871,50,570,30,14026
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202110,872,0.0903,50,754,68,13354
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202111,786,0.097,30,708,48,13268
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202112,761,0.0939,,761,,14207
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202201,253,0.097,10,243,,13954
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202202,412,0.0938,,412,,13349
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202203,794,0.1,20,760,14,12835
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202204,700,0.1,15,685,,12214
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202205,812,0.0844,10,752,50,12352
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202206,889,0.097,,871,18,9804
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202207,767,0.097,49,696,22,9218
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202208,753,0.1,20,723,10,9955
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202209,511,0.0969,10,501,,9139
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202210,681,0.0188,111,540,30,9008
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202211,1430,0.0879,30,1340,60,8308
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202212,754,0.0844,10,584,160,7974
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202301,973,0.0818,20,953,,183383
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202302,484,0.0879,12,472,,7078
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202303,866,0.0853,20,846,,7496
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202304,564,0.0844,,564,,7532
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202305,797,0.0871,60,737,,4330
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202306,576,0.09,10,536,30,3554
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202307,1184,0.0929,100,566,518,3187
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202308,573,0.0931,,558,15,3294
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202309,261,0.0931,,261,,3033
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202310,217,0.0929,,217,,3726
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202311,390,0.1,,390,,3436
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202312,346,0.1,,316,30,3840
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202401,682,0.1,5,677,,3258
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202402,598,0.1,20,578,,3080
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202403,450,0.1,,450,,4340
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202404,890,0.1,55,816,19,5010
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202405,401,0.1,15,384,2,6179
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202406,542,0.1,,542,,6587
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202407,808,0.1,,808,,6649
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202408,1021,0.1,48,973,,6578
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202409,911,0.1,,911,,7177
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202410,620,0.1,,604,16,7777
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202411,702,0.1,,702,,7825
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202412,985,0.1,,985,,7110
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202501,684,0.1,,684,,6396
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202502,715,0.1,20,695,,7781
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202503,1049,0.1,54,995,,7752
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202504,828,0.1,81,747,,7924
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202505,822,0.1,10,812,,8292
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202506,469,0.1,10,459,,8483
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202507,838,0.1,6,817,15,7775
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202508,977,0.1,2,975,,7378
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202509,998,0.1,,998,,7780
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202510,1118,0.1,61,1057,,6662
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202511,878,0.1,41,837,,7994
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202512,1051,0.1,17,1034,,8683
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202601,943,0.1,,943,,7740
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202602,1131,0.1,1,1130,,6584
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202603,840,0.1,44,796,,8150
00143,S,ACICLOVIR  200 mg TABLETA,CENTRO,202604,1026,0.1,8,1018,,7814
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202104,830,0.0038,58,547,225,11546
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202105,1251,0.0136,16,1082,153,10810
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202106,1878,0.0025,120,1608,150,8597
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202107,859,0.0346,10,539,,8058
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202108,637,0.0563,115,522,,10071
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202109,603,0.0688,45,548,10,10019
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202110,380,0.0753,,380,,10569
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202111,510,0.0785,20,415,75,10149
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202112,610,0.0808,,560,50,9651
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202201,536,0.0824,28,498,10,8875
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202202,367,0.0845,31,336,,8558
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202203,442,0.0838,62,347,33,8051
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202204,699,0.0865,60,639,,7352
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202205,1040,0.075,,934,106,7008
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202206,880,0.2855,20,850,10,7052
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202207,393,0.0859,,393,,7081
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202208,512,0.0901,39,458,15,8419
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202209,986,0.091,11,816,159,7331
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202210,527,0.0481,20,507,,8024
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202211,464,0.0753,,464,,8330
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202212,352,0.078,17,335,,8168
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202301,233,0.0875,,218,15,7810
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202302,528,0.077,,490,38,6917
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202303,325,0.0791,,325,,8106
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202304,406,0.0826,,406,,7811
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202305,682,0.0833,,652,30,8052
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202306,1163,0.0828,35,1088,40,7369
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202307,1208,0.086,40,1095,73,6681
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202308,734,0.0884,,734,,5744
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202309,726,0.0884,,726,,5006
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202310,853,0.0918,,833,20,4719
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202311,330,0.092,30,300,,4271
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202312,260,0.0961,26,234,,5421
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202401,445,0.0973,,445,,4891
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202402,517,0.0971,,507,10,4524
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202403,233,0.0975,,233,,6911
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202404,776,0.0976,,776,,6755
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202405,442,0.0989,,416,,9733
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202406,413,0.1,,398,15,11234
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202407,566,0.1,,566,,11478
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202408,705,0.1,,665,40,11853
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202409,591,0.1,,591,,12842
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202410,784,0.1,,784,,12778
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202411,479,0.1,,479,,14025
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202412,637,0.1,,637,,13376
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202501,653,0.1,,563,,12753
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202502,705,0.1,,604,51,13518
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202503,989,0.1,14,965,,13569
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202504,296,0.1,,296,,13583
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202505,616,0.1,,616,,13767
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202506,516,0.1,,516,,14361
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202507,522,0.1,,472,50,14251
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202508,631,0.1,,621,10,14478
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202509,768,0.1,,726,42,14290
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202510,643,0.1,,643,,14357
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202511,578,0.1,,560,18,15559
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202512,929,0.1,,915,14,16220
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202601,634,0.1,,634,,15586
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202602,1088,0.1,,1088,,14498
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202603,939,0.1,,939,,15449
00143,S,ACICLOVIR  200 mg TABLETA,PUESTO,202604,1216,0.1,,1216,,16043
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202104,150,0.0,8,142,,5014
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202105,214,0.0,14,171,29,4800
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202106,592,0.0,143,421,28,4208
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202107,503,0.0,90,413,,3705
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202108,1117,0.0,154,927,36,1075
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202109,700,0.0,,100,,60
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202110,40,0.0353,,40,,330
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202111,20,0.0471,,20,,310
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202112,128,0.1867,40,88,,962
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202201,220,0.2,,220,,742
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202202,80,0.2,,80,,662
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202203,50,0.2,40,10,,612
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202204,60,0.2,10,50,,552
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202205,132,0.2,22,80,30,420
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202206,30,0.2,,30,,290
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202207,45,0.2,,45,,313
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202208,120,0.2,40,40,40,193
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202209,20,0.2,,20,,173
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202210,0,0.04,,,,173
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202211,20,0.1667,,20,,203
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202212,8,0.16,,8,,195
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202301,46,0.16,,46,,149
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202302,0,0.2154,,,,707
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202303,180,0.245,10,170,,797
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202304,66,0.26,,66,,1531
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202305,332,0.2667,20,312,,2599
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202306,283,0.2905,,283,,2416
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202307,43,0.3,,43,,2723
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202308,302,0.3,,302,,2521
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202309,283,0.3833,,283,,12238
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202310,201,0.3909,,201,,12037
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202311,450,0.3955,,290,160,11587
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202312,265,0.3955,,244,21,11382
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202401,316,0.3955,,281,35,11066
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202402,404,0.41,,344,60,10662
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202403,227,0.41,,101,126,10585
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202404,660,0.4048,,527,133,10025
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202405,654,0.41,,296,358,9371
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202406,207,0.3826,,108,99,10344
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202407,480,0.3826,,480,,10614
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202408,723,0.3792,30,543,150,10721
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202409,219,0.3917,,198,21,11192
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202410,356,0.4,4,205,147,11036
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202411,374,0.3958,,297,77,10972
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202412,578,0.3958,10,429,139,10394
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202501,600,0.3958,,410,190,9794
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202502,428,0.3875,,350,78,10516
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202503,445,0.384,,359,86,11141
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202504,791,0.388,20,590,181,10600
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202505,644,0.384,,559,85,10106
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202506,410,0.376,,333,77,10376
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202507,274,0.368,,192,82,10202
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202508,365,0.368,,330,35,10097
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202509,619,0.368,30,436,153,9678
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202510,1300,0.364,10,1045,245,8408
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202511,2166,0.3423,101,1209,856,7665
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202512,274,0.2923,,244,30,9541
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202601,711,0.2923,,683,28,8830
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202602,961,0.2923,,737,224,7849
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202603,716,0.2923,30,584,102,8603
00145,S,ACICLOVIR  400 mg TABLETA,CENTRO,202604,923,0.2923,,801,122,8830
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202104,252,0.0043,14,238,,3812
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202105,231,0.0,,231,,3725
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202106,166,0.0,,166,,3709
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202107,542,0.0,70,472,,3167
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202108,784,0.032,40,714,30,1622
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202109,383,0.0333,,383,,1239
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202110,287,0.0769,5,272,10,1912
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202111,170,0.072,10,100,60,1588
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202112,160,0.0944,2,108,50,1428
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202201,7,0.0889,,7,,1421
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202202,35,0.1059,,25,10,1386
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202203,68,0.1,50,18,,1318
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202204,291,0.1,10,146,,1162
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202205,27,0.1,15,12,,1135
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202206,64,0.1357,4,60,,1021
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202207,44,0.1786,,44,,977
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202208,0,0.1833,,,,873
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202209,61,0.1833,,61,,812
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202210,10,0.0909,,10,,802
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202211,2,0.14,,2,,800
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202212,70,0.12,,70,,642
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202301,1,0.1333,1,,,641
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202302,15,0.1429,,15,,466
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202303,60,0.1111,30,30,,809
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202304,0,0.1333,,,,681
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202305,6,0.1538,,6,,1185
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202306,27,0.1538,,27,,1208
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202307,19,0.1867,,19,,1319
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202308,48,0.1733,,48,,1271
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202309,41,0.1733,,41,,1230
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202310,25,0.1867,,25,,1205
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202311,26,0.1867,,26,,1179
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202312,117,0.1867,,117,,1062
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202401,69,0.2,,69,,833
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202402,69,0.2,,69,,764
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202403,44,0.2,,44,,720
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202404,53,0.2,,53,,667
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202405,42,0.2,,42,,625
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202406,14,0.21,,14,,651
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202407,27,0.2417,,27,,1084
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202408,0,0.25,,,,1184
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202409,44,0.2533,,44,,1290
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202410,128,0.2533,,128,,1252
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202411,149,0.25,,149,,1433
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202412,91,0.25,,91,,1342
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202501,40,0.2563,,40,,1302
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202502,309,0.2563,,294,15,1143
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202503,115,0.25,,115,,1478
00145,S,ACICLOVIR  400 mg TABLETA,PUESTO,202504,36,0.25,,36,,1492
