codigo_med,tipo_suministro,medicamento,categoria_eess,periodo,cantidad,precio_unitario,valor_2,stock_items,valor_4,consumo_items
04764,S,METOTREXATO  2.5 mg TABLETA,INSTITUTO,202509,15867,0.25,358,15350,89,186295
04764,S,METOTREXATO  2.5 mg TABLETA,INSTITUTO,202510,17497,0.25,514,16760,48,188598
04764,S,METOTREXATO  2.5 mg TABLETA,INSTITUTO,202511,15716,0.25,830,14620,88,197882
04764,S,METOTREXATO  2.5 mg TABLETA,INSTITUTO,202512,15251,0.2,356,14749,,198771
04764,S,METOTREXATO  2.5 mg TABLETA,INSTITUTO,202601,16457,0.2,953,15363,88,192318
04764,S,METOTREXATO  2.5 mg TABLETA,INSTITUTO,202602,14294,0.2,544,13563,88,183624
04764,S,METOTREXATO  2.5 mg TABLETA,INSTITUTO,202603,16514,0.2,897,15405,24,169118
04764,S,METOTREXATO  2.5 mg TABLETA,INSTITUTO,202604,15320,0.2,480,14536,,178800
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202104,0,0.3,,,24,200
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202105,30,0.1,480,30,24,170
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202106,0,0.1,480,,24,220
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202107,0,0.1,480,30,24,220
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202108,0,0.1,480,30,24,220
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202109,0,0.1,480,30,24,220
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202110,0,0.1,480,30,24,220
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202111,0,0.1,480,30,24,220
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202112,0,0.1,480,30,24,220
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202201,26,0.1,480,26,24,194
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202202,0,0.1,480,,24,200
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202203,0,0.1,480,26,24,200
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202204,0,0.1,480,26,24,200
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202205,24,0.1,480,24,24,176
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202206,24,0.1,480,24,24,0
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202207,0,0.1,480,,24,0
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202208,0,0.1,480,24,24,100
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202209,0,0.1,480,24,24,100
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202210,0,0.1,480,24,24,100
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202211,0,0.1,480,24,24,100
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202212,0,0.1,480,24,24,150
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202301,0,0.15,480,24,24,200
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202302,0,0.15,480,24,24,200
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202303,0,0.15,480,24,24,200
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202304,10,0.1667,480,10,24,334
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202305,68,0.1667,480,68,24,166
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202306,116,0.175,480,116,24,90
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202307,20,0.3,480,20,24,190
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202308,50,0.22,480,50,24,346
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202309,86,0.22,480,86,24,370
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202310,94,0.22,480,94,24,376
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202311,0,0.22,480,,24,376
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202312,64,0.26,480,64,24,412
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202401,20,0.22,480,20,24,392
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202402,14,0.24,480,14,24,398
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202403,218,0.28,480,218,24,180
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202404,30,0.3667,480,30,24,350
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202405,24,0.5889,480,24,24,526
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202406,24,0.5889,480,24,24,602
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202407,24,0.6625,480,24,24,690
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202408,92,0.6222,30,62,24,698
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202409,82,0.6167,20,62,24,376
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202410,148,0.5571,,148,24,408
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202411,30,0.5571,20,30,24,378
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202412,10,0.5571,20,10,24,488
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202501,0,0.46,20,,24,478
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202502,0,0.4,20,10,24,478
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202503,30,0.36,20,30,24,538
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202504,90,0.36,20,60,30,378
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202505,30,0.275,20,30,,228
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202506,30,0.275,20,30,30,198
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202507,0,0.15,20,,30,298
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202508,0,0.1333,20,30,30,290
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202509,30,0.1667,20,30,30,260
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202510,30,0.1667,20,30,30,230
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202511,74,0.175,20,74,30,206
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202512,16,0.175,20,16,30,190
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202601,60,0.1667,20,60,30,30
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202602,0,0.225,20,,30,430
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202603,30,0.2333,20,30,30,400
04764,S,METOTREXATO  2.5 mg TABLETA,PUESTO,202604,16,0.325,20,16,30,439
