file,timestamp,payload_length,literals_count,entities_count,properties_count,where_count,territorial_detected,contains_lcc,contains_sullana,contains_piura,keywords_found
query_20260516_153654.json,2026-05-16 15:41:51,11766,17,11,26,1,True,False,False,False,"red, disa, ipress"
