responsable,direccion,unidadejec,codigounico,idunidadejec,disa,provincia,horaatencion,id,categoria,telefeno,idred,situacion,clasificacion,departamento,inicioactividad,codigounico2,nombrerazonsocial,idautosanit,distrito,ubigeo,tipodocumentocategoria,estado,institucion,red,condicion,fecha_inspecion,tipo,numerocategoria,microred,inspecion,idmicrored,query_primary,query_secondary,query_fallback,latitude,longitude,geocode_source,geocode_confidence,geocode_level,geocode_status,geocode_notes,geocode_priority
,OTROS CASERIO PEDREGAL - TAMBOGRANDE CASERIO PEDREGAL - TAMBOGRANDE TAMBO GRANDE PIURA PIURA,,1989,,,PIURA,,1931,,,,,,PIURA,,1989,PUESTO DE SALUD PEDREGAL,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PEDREGAL, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO PEDREGAL - TAMBOGRANDE CASERIO PEDREGAL - TAMBOGRANDE TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO PALOMINOS CASERIO PALOMINOS TAMBO GRANDE PIURA PIURA,,1990,,,PIURA,,1932,,,,,,PIURA,,1990,PUESTO DE SALUD PALOMINOS,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PALOMINOS, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO PALOMINOS CASERIO PALOMINOS TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO LLOQUE YUPANQUI CASERIO LLOQUE YUPANQUI TAMBO GRANDE PIURA PIURA,,1991,,,PIURA,,1933,,,,,,PIURA,,1991,PUESTO DE SALUD LLOQUE YUPANQUI,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LLOQUE YUPANQUI, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO LLOQUE YUPANQUI CASERIO LLOQUE YUPANQUI TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,CALLE EL PORVENIR - HUALTACO III S/N CASERIO EL PORVENIR TAMBO GRANDE PIURA PIURA,,1992,,,PIURA,,1934,,,,,,PIURA,,1992,PUESTO DE SALUD EL PORVENIR,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD EL PORVENIR, TAMBO GRANDE, PIURA, PIURA, PERU","CALLE EL PORVENIR - HUALTACO III S/N CASERIO EL PORVENIR TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO YAHUAR HUACA CASERIO YAHUAR HUACA TAMBO GRANDE PIURA PIURA,,1993,,,PIURA,,1935,,,,,,PIURA,,1993,PUESTO SALUD YAHUAR HUACA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO SALUD YAHUAR HUACA, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO YAHUAR HUACA CASERIO YAHUAR HUACA TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO OCOTO ALTO CASERIO OCOTO ALTO TAMBO GRANDE PIURA PIURA,,1994,,,PIURA,,1936,,,,,,PIURA,,1994,PUESTO DE SALUD OCOTO ALTO,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD OCOTO ALTO, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO OCOTO ALTO CASERIO OCOTO ALTO TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO PROGRESO BAJO CASERIO PROGRESO BAJO TAMBO GRANDE PIURA PIURA,,1995,,,PIURA,,1937,,,,,,PIURA,,1995,PUESTO DE SALUD PROGRESO BAJO,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PROGRESO BAJO, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO PROGRESO BAJO CASERIO PROGRESO BAJO TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CENTRO POBLADO CP-3 CENTRO POBLADO CP-3 TAMBO GRANDE PIURA PIURA,,1996,,,PIURA,,1938,,,,,,PIURA,,1996,CP3 - SAN MARTIN,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"CP3 - SAN MARTIN, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CENTRO POBLADO CP-3 CENTRO POBLADO CP-3 TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO CP4 DISTRITO TAMBO GRANDE PROVINCIA PIURA DEPARTAMENTO PIURA,,1997,,,PIURA,,1939,,,,,,PIURA,,1997,PUESTO DE SALUD CP4,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CP4, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO CP4 DISTRITO TAMBO GRANDE PROVINCIA PIURA DEPARTAMENTO PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO GUARAGUAOS CASERIO GUARAGUAOS TAMBO GRANDE PIURA PIURA,,1998,,,PIURA,,1940,,,,,,PIURA,,1998,PUESTO DE SALUD GUARAGUAOS,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD GUARAGUAOS, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO GUARAGUAOS CASERIO GUARAGUAOS TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,AVENIDA AV. INTERNACIONAL S/N CENTRO POBLADO LA GREDA NUEVA S/N AV. INTERNACIONAL S/N CENTRO POBLADO LA GREDA NUEVA TAMBO GRANDE PIURA PIURA,,1999,,,PIURA,,1941,,,,,,PIURA,,1999,PUESTO DE SALUD LA GREDA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA GREDA, TAMBO GRANDE, PIURA, PIURA, PERU","AVENIDA AV. INTERNACIONAL S/N CENTRO POBLADO LA GREDA NUEVA S/N AV. INTERNACIONAL S/N CENTRO POBLADO LA GREDA NUEVA TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO LA RITA - TAMBOGRANDE CASERIO LA RITA - TAMBOGRANDE TAMBO GRANDE PIURA PIURA,,2000,,,PIURA,,1942,,,,,,PIURA,,2000,PUESTO SALUD LA RITA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO SALUD LA RITA, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO LA RITA - TAMBOGRANDE CASERIO LA RITA - TAMBOGRANDE TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS TRANSVERSAL LUCIANO CASTILLO COLONNA S/N A.H ESTEBAN PAULETICH BELLAVISTA S/N TRANSVERSAL LUCIANO CASTILLO COLONNA S/N A.H ESTEBAN PAULETICH BELLAVISTA BELLAVISTA SULLANA PIURA,,2001,,,SULLANA,,1943,,,,,,PIURA,,2001,CENTRO DE SALUD BELLAVISTA,,BELLAVISTA,200602,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD BELLAVISTA, BELLAVISTA, SULLANA, PIURA, PERU","OTROS TRANSVERSAL LUCIANO CASTILLO COLONNA S/N A.H ESTEBAN PAULETICH BELLAVISTA S/N TRANSVERSAL LUCIANO CASTILLO COLONNA S/N A.H ESTEBAN PAULETICH BELLAVISTA BELLAVISTA SULLANA PIURA, BELLAVISTA, SULLANA, PIURA, PERU","BELLAVISTA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS SOMATE SOMATE SULLANA SULLANA PIURA,,2002,,,SULLANA,,1944,,,,,,PIURA,,2002,PUESTO DE SALUD SOMATE CENTRO DE SERVICIOS,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SOMATE CENTRO DE SERVICIOS, SULLANA, SULLANA, PIURA, PERU","OTROS SOMATE SOMATE SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS HUANGALA HUANGALA SULLANA SULLANA PIURA,,2003,,,SULLANA,,1945,,,,,,PIURA,,2003,PUESTO SALUD DE HUANGALA,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO SALUD DE HUANGALA, SULLANA, SULLANA, PIURA, PERU","OTROS HUANGALA HUANGALA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CHALACALA CHALACALA SULLANA SULLANA PIURA,,2004,,,SULLANA,,1946,,,,,,PIURA,,2004,PUESTO DE SALUD CHALACALA BAJA,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CHALACALA BAJA, SULLANA, SULLANA, PIURA, PERU","OTROS CHALACALA CHALACALA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,"OTROS CASERIO STA, ROSA DE PIEDRA RODADA CASERIO STA, ROSA DE PIEDRA RODADA SULLANA SULLANA PIURA",,2005,,,SULLANA,,1947,,,,,,PIURA,,2005,PUESTO DE SALUD STA. ROSA DE PIEDRA RODADA,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD STA. ROSA DE PIEDRA RODADA, SULLANA, SULLANA, PIURA, PERU","OTROS CASERIO STA, ROSA DE PIEDRA RODADA CASERIO STA, ROSA DE PIEDRA RODADA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS SOMATE BAJO SOMATE BAJO SULLANA SULLANA PIURA,,2006,,,SULLANA,,1948,,,,,,PIURA,,2006,PUESTO DE SALUD SOMATE BAJO,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SOMATE BAJO, SULLANA, SULLANA, PIURA, PERU","OTROS SOMATE BAJO SOMATE BAJO SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS SAN VICENTE DE PIEDRA RODADA SAN VICENTE DE PIEDRA RODADA SULLANA SULLANA PIURA,,2007,,,SULLANA,,1949,,,,,,PIURA,,2007,PUESTO DE SALUD SAN VICENTE-PIEDRA RODADA,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAN VICENTE-PIEDRA RODADA, SULLANA, SULLANA, PIURA, PERU","OTROS SAN VICENTE DE PIEDRA RODADA SAN VICENTE DE PIEDRA RODADA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS SOMATE ALTO S/N BELLAVISTA S/N SOMATE ALTO S/N BELLAVISTA SULLANA SULLANA PIURA,,2008,,,SULLANA,,1950,,,,,,PIURA,,2008,PUESTO DE SALUD SOMATE ALTO,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SOMATE ALTO, SULLANA, SULLANA, PIURA, PERU","OTROS SOMATE ALTO S/N BELLAVISTA S/N SOMATE ALTO S/N BELLAVISTA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,AVENIDA CENTRO POBLADO EL CUCHO AV. LATINA S/N S/N CENTRO POBLADO EL CUCHO AV. LATINA S/N SULLANA SULLANA PIURA,,2009,,,SULLANA,,1951,,,,,,PIURA,,2009,PUESTO DE SALUD EL CUCHO,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD EL CUCHO, SULLANA, SULLANA, PIURA, PERU","AVENIDA CENTRO POBLADO EL CUCHO AV. LATINA S/N S/N CENTRO POBLADO EL CUCHO AV. LATINA S/N SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO JOSE OLAYA CASERIO JOSE OLAYA SULLANA SULLANA PIURA,,2010,,,SULLANA,,1952,,,,,,PIURA,,2010,PUESTO DE SALUD JOSE OLAYA,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD JOSE OLAYA, SULLANA, SULLANA, PIURA, PERU","OTROS CASERIO JOSE OLAYA CASERIO JOSE OLAYA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS PARIÑAS S/N. SANTA TERESITA S/N PARIÑAS S/N. SANTA TERESITA SULLANA SULLANA PIURA,,2011,,,SULLANA,,1953,,,,,,PIURA,,2011,CENTRO DE SALUD SANTA TERESITA,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD SANTA TERESITA, SULLANA, SULLANA, PIURA, PERU","OTROS PARIÑAS S/N. SANTA TERESITA S/N PARIÑAS S/N. SANTA TERESITA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS LOS LAURELES S/N VILLA PRIMAVERA S/N LOS LAURELES S/N VILLA PRIMAVERA SULLANA SULLANA PIURA,,2012,,,SULLANA,,1954,,,,,,PIURA,,2012,"CENTRO DE SALUD ""VILLA PRIMAVERA""",,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD ""VILLA PRIMAVERA"", SULLANA, SULLANA, PIURA, PERU","OTROS LOS LAURELES S/N VILLA PRIMAVERA S/N LOS LAURELES S/N VILLA PRIMAVERA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS VICHAYAL Nº1101 NUEVE DE OCTUBRE VICHAYAL Nº1101 NUEVE DE OCTUBRE SULLANA SULLANA PIURA,,2013,,,SULLANA,,1955,,,,,,PIURA,,2013,CENTRO DE SALUD NUEVE DE OCTUBRE,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD NUEVE DE OCTUBRE, SULLANA, SULLANA, PIURA, PERU","OTROS VICHAYAL Nº1101 NUEVE DE OCTUBRE VICHAYAL Nº1101 NUEVE DE OCTUBRE SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS ASENTAMIENTO HUMANO EL OBRERO ASENTAMIENTO HUMANO EL OBRERO SULLANA SULLANA PIURA,,2014,,,SULLANA,,1956,,,,,,PIURA,,2014,CENTRO DE SALUD EL OBRERO,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD EL OBRERO, SULLANA, SULLANA, PIURA, PERU","OTROS ASENTAMIENTO HUMANO EL OBRERO ASENTAMIENTO HUMANO EL OBRERO SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO CIENEGUILLO CENTRO CASERIO CIENEGUILLO CENTRO SULLANA SULLANA PIURA,,2015,,,SULLANA,,1957,,,,,,PIURA,,2015,PUESTO DE SALUD CIENEGUILLO CENTRO,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CIENEGUILLO CENTRO, SULLANA, SULLANA, PIURA, PERU","OTROS CASERIO CIENEGUILLO CENTRO CASERIO CIENEGUILLO CENTRO SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO CANAL MOCHO CIENEGUILLO SUR CASERIO CANAL MOCHO CIENEGUILLO SUR SULLANA SULLANA PIURA,,2016,,,SULLANA,,1958,,,,,,PIURA,,2016,CANAL MOCHO-CIENEGUILLO SUR,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"CANAL MOCHO-CIENEGUILLO SUR, SULLANA, SULLANA, PIURA, PERU","OTROS CASERIO CANAL MOCHO CIENEGUILLO SUR CASERIO CANAL MOCHO CIENEGUILLO SUR SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS NUEVA SULLANA NUEVA SULLANA SULLANA SULLANA PIURA,,2017,,,SULLANA,,1959,,,,,,PIURA,,2017,CENTRO DE SALUD NUEVO SULLANA,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD NUEVO SULLANA, SULLANA, SULLANA, PIURA, PERU","OTROS NUEVA SULLANA NUEVA SULLANA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,CALLE CALLE MARÍA AUXILIADORA N° 1101 SANCHEZ CERRO CALLE MARÍA AUXILIADORA N° 1101 SANCHEZ CERRO SULLANA SULLANA PIURA,,2018,,,SULLANA,,1960,,,,,,PIURA,,2018,CENTRO DE SALUD COMUNIDAD SALUDABLE,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD COMUNIDAD SALUDABLE, SULLANA, SULLANA, PIURA, PERU","CALLE CALLE MARÍA AUXILIADORA N° 1101 SANCHEZ CERRO CALLE MARÍA AUXILIADORA N° 1101 SANCHEZ CERRO SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS JOSE OLAYA JOSE OLAYA MIGUEL CHECA SULLANA PIURA,,2019,,,SULLANA,,1961,,,,,,PIURA,,2019,CENTRO DE SALUD MIGUEL CHECA,,MIGUEL CHECA,200606,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD MIGUEL CHECA, MIGUEL CHECA, SULLANA, PIURA, PERU","OTROS JOSE OLAYA JOSE OLAYA MIGUEL CHECA SULLANA PIURA, MIGUEL CHECA, SULLANA, PIURA, PERU","MIGUEL CHECA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,JIRÓN JR. SAN PABLO Nº 105 JR. SAN PABLO Nº 105 MIGUEL CHECA SULLANA PIURA,,2020,,,SULLANA,,1962,,,,,,PIURA,,2020,PUESTO DE SALUD JIBITO,,MIGUEL CHECA,200606,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD JIBITO, MIGUEL CHECA, SULLANA, PIURA, PERU","JIRÓN JR. SAN PABLO Nº 105 JR. SAN PABLO Nº 105 MIGUEL CHECA SULLANA PIURA, MIGUEL CHECA, SULLANA, PIURA, PERU","MIGUEL CHECA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS LOS PESCADORES S/N LA PUNTA S/N LOS PESCADORES S/N LA PUNTA PAITA PAITA PIURA,,2021,,,PAITA,,1963,,,,,,PIURA,,2021,HOSPITAL DE APOYO II - 1 NUESTRA SEÑORA DE LAS MERCEDES - PAITA,,PAITA,200501,,ACTIVO,,,ACTIVO,,,,,,,"HOSPITAL DE APOYO II - 1 NUESTRA SEÑORA DE LAS MERCEDES - PAITA, PAITA, PAITA, PIURA, PERU","OTROS LOS PESCADORES S/N LA PUNTA S/N LOS PESCADORES S/N LA PUNTA PAITA PAITA PIURA, PAITA, PAITA, PIURA, PERU","PAITA, PAITA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CALETA LA ISLILLA - PAITA CALETA LA ISLILLA - PAITA PAITA PAITA PIURA,,2022,,,PAITA,,1964,,,,,,PIURA,,2022,PUESTO DE SALUD LA ISLILLA,,PAITA,200501,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA ISLILLA, PAITA, PAITA, PIURA, PERU","OTROS CALETA LA ISLILLA - PAITA CALETA LA ISLILLA - PAITA PAITA PAITA PIURA, PAITA, PAITA, PIURA, PERU","PAITA, PAITA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CALETA YACILA CALETA YACILA PAITA PAITA PIURA,,2023,,,PAITA,,1965,,,,,,PIURA,,2023,PUESTO DE SALUD YACILA,,PAITA,200501,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD YACILA, PAITA, PAITA, PIURA, PERU","OTROS CALETA YACILA CALETA YACILA PAITA PAITA PIURA, PAITA, PAITA, PIURA, PERU","PAITA, PAITA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO SAN LUCAS DE COLAN CASERIO SAN LUCAS DE COLAN COLAN PAITA PIURA,,2024,,,PAITA,,1966,,,,,,PIURA,,2024,PUESTO DE SALUD SAN LUCAS DE COLAN,,COLAN,200504,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAN LUCAS DE COLAN, COLAN, PAITA, PIURA, PERU","OTROS CASERIO SAN LUCAS DE COLAN CASERIO SAN LUCAS DE COLAN COLAN PAITA PIURA, COLAN, PAITA, PIURA, PERU","COLAN, PAITA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO EL ARENAL CASERIO EL ARENAL ARENAL PAITA PIURA,,2025,,,PAITA,,1967,,,,,,PIURA,,2025,CENTRO DE SALUD EL ARENAL,,ARENAL,200503,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD EL ARENAL, ARENAL, PAITA, PIURA, PERU","OTROS CASERIO EL ARENAL CASERIO EL ARENAL ARENAL PAITA PIURA, ARENAL, PAITA, PIURA, PERU","ARENAL, PAITA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,JIRÓN JR. ALFONSO UGARTE S/N S/N JR. ALFONSO UGARTE S/N COLAN PAITA PIURA,,2026,,,PAITA,,1968,,,,,,PIURA,,2026,"CENTRO DE SALUD ""PUEBLO NUEVO DE COLAN""",,COLAN,200504,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD ""PUEBLO NUEVO DE COLAN"", COLAN, PAITA, PIURA, PERU","JIRÓN JR. ALFONSO UGARTE S/N S/N JR. ALFONSO UGARTE S/N COLAN PAITA PIURA, COLAN, PAITA, PIURA, PERU","COLAN, PAITA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,CALLE CALLE INCLAN N°409 CALLE INCLAN N°409 LA HUACA PAITA PIURA,,2027,,,PAITA,,1969,,,,,,PIURA,,2027,CENTRO DE SALUD LA HUACA,,LA HUACA,200505,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD LA HUACA, LA HUACA, PAITA, PIURA, PERU","CALLE CALLE INCLAN N°409 CALLE INCLAN N°409 LA HUACA PAITA PIURA, LA HUACA, PAITA, PIURA, PERU","LA HUACA, PAITA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO VIVIATE CASERIO VIVIATE LA HUACA PAITA PIURA,,2028,,,PAITA,,1970,,,,,,PIURA,,2028,CENTRO DE SALUD VIVIATE,,LA HUACA,200505,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD VIVIATE, LA HUACA, PAITA, PIURA, PERU","OTROS CASERIO VIVIATE CASERIO VIVIATE LA HUACA PAITA PIURA, LA HUACA, PAITA, PIURA, PERU","LA HUACA, PAITA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO NOMARA CASERIO NOMARA LA HUACA PAITA PIURA,,2029,,,PAITA,,1971,,,,,,PIURA,,2029,PUESTO DE SALUD NOMARA,,LA HUACA,200505,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD NOMARA, LA HUACA, PAITA, PIURA, PERU","OTROS CASERIO NOMARA CASERIO NOMARA LA HUACA PAITA PIURA, LA HUACA, PAITA, PIURA, PERU","LA HUACA, PAITA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO MACACARA CASERIO MACACARA LA HUACA PAITA PIURA,,2030,,,PAITA,,1972,,,,,,PIURA,,2030,MACACARA,,LA HUACA,200505,,ACTIVO,,,ACTIVO,,,,,,,"MACACARA, LA HUACA, PAITA, PIURA, PERU","OTROS CASERIO MACACARA CASERIO MACACARA LA HUACA PAITA PIURA, LA HUACA, PAITA, PIURA, PERU","LA HUACA, PAITA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO LA ISLA SAN LORENZO CASERIO LA ISLA SAN LORENZO VICHAYAL PAITA PIURA,,2031,,,PAITA,,1973,,,,,,PIURA,,2031,PUESTO DE SALUD LA ISLA SAN LORENZO,,VICHAYAL,200507,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA ISLA SAN LORENZO, VICHAYAL, PAITA, PIURA, PERU","OTROS CASERIO LA ISLA SAN LORENZO CASERIO LA ISLA SAN LORENZO VICHAYAL PAITA PIURA, VICHAYAL, PAITA, PIURA, PERU","VICHAYAL, PAITA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS PANAMERICANA S-N MARCAVELICA PANAMERICANA S-N MARCAVELICA MARCAVELICA SULLANA PIURA,,2032,,,SULLANA,,1974,,,,,,PIURA,,2032,CENTRO DE SALUD MARCAVELICA,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD MARCAVELICA, MARCAVELICA, SULLANA, PIURA, PERU","OTROS PANAMERICANA S-N MARCAVELICA PANAMERICANA S-N MARCAVELICA MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",,,,,,PENDING,,PRIMARY
