responsable,direccion,unidadejec,codigounico,idunidadejec,disa,provincia,horaatencion,id,categoria,telefeno,idred,situacion,clasificacion,departamento,inicioactividad,codigounico2,nombrerazonsocial,idautosanit,distrito,ubigeo,tipodocumentocategoria,estado,institucion,red,condicion,fecha_inspecion,tipo,numerocategoria,microred,inspecion,idmicrored,query_primary,query_secondary,query_fallback,latitude,longitude,geocode_source,geocode_confidence,geocode_level,geocode_status,geocode_notes,geocode_priority
,JIRÓN JR. GUEPI- S/N - SUYO S/N JR. GUEPI- S/N - SUYO SUYO AYABACA PIURA,,1945,,,AYABACA,,1887,,,,,,PIURA,,1945,CENTRO DE SALUD SUYO,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD SUYO, SUYO, AYABACA, PIURA, PERU","JIRÓN JR. GUEPI- S/N - SUYO S/N JR. GUEPI- S/N - SUYO SUYO AYABACA PIURA, SUYO, AYABACA, PIURA, PERU","SUYO, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO CHIRINOS - SUYO - AYABACA CASERIO CHIRINOS - SUYO - AYABACA SUYO AYABACA PIURA,,1946,,,AYABACA,,1888,,,,,,PIURA,,1946,PUESTO DE SALUD CHIRINOS,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CHIRINOS, SUYO, AYABACA, PIURA, PERU","OTROS CASERIO CHIRINOS - SUYO - AYABACA CASERIO CHIRINOS - SUYO - AYABACA SUYO AYABACA PIURA, SUYO, AYABACA, PIURA, PERU","SUYO, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO PAMPA LARGA GUITARRAS - SUYO - AYABACA CASERIO PAMPA LARGA GUITARRAS - SUYO - AYABACA SUYO AYABACA PIURA,,1947,,,AYABACA,,1889,,,,,,PIURA,,1947,PUESTO DE SALUD PAMPA LARGA GUITARRAS,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PAMPA LARGA GUITARRAS, SUYO, AYABACA, PIURA, PERU","OTROS CASERIO PAMPA LARGA GUITARRAS - SUYO - AYABACA CASERIO PAMPA LARGA GUITARRAS - SUYO - AYABACA SUYO AYABACA PIURA, SUYO, AYABACA, PIURA, PERU","SUYO, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO LA TINA - SUYO - AYABACA CASERIO LA TINA - SUYO - AYABACA SUYO AYABACA PIURA,,1948,,,AYABACA,,1890,,,,,,PIURA,,1948,PUESTO DE SALUD LA TINA,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA TINA, SUYO, AYABACA, PIURA, PERU","OTROS CASERIO LA TINA - SUYO - AYABACA CASERIO LA TINA - SUYO - AYABACA SUYO AYABACA PIURA, SUYO, AYABACA, PIURA, PERU","SUYO, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO LA TIENDA - SUYO - AYABACA CASERIO LA TIENDA - SUYO - AYABACA SUYO AYABACA PIURA,,1949,,,AYABACA,,1891,,,,,,PIURA,,1949,PUESTO DE SALUD LA TIENDA,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA TIENDA, SUYO, AYABACA, PIURA, PERU","OTROS CASERIO LA TIENDA - SUYO - AYABACA CASERIO LA TIENDA - SUYO - AYABACA SUYO AYABACA PIURA, SUYO, AYABACA, PIURA, PERU","SUYO, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO SURPAMPA - SUYO - AYABACA CASERIO SURPAMPA - SUYO - AYABACA SUYO AYABACA PIURA,,1950,,,AYABACA,,1892,,,,,,PIURA,,1950,SURPAMPA,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,,"SURPAMPA, SUYO, AYABACA, PIURA, PERU","OTROS CASERIO SURPAMPA - SUYO - AYABACA CASERIO SURPAMPA - SUYO - AYABACA SUYO AYABACA PIURA, SUYO, AYABACA, PIURA, PERU","SUYO, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO SARAYUYO - SUYO- AYABACA CASERIO SARAYUYO - SUYO- AYABACA SUYO AYABACA PIURA,,1951,,,AYABACA,,1893,,,,,,PIURA,,1951,PUESTO DE SALUD SARAYUYO,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SARAYUYO, SUYO, AYABACA, PIURA, PERU","OTROS CASERIO SARAYUYO - SUYO- AYABACA CASERIO SARAYUYO - SUYO- AYABACA SUYO AYABACA PIURA, SUYO, AYABACA, PIURA, PERU","SUYO, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS ALTURA DE PUENTE INTERNACIONAL ALTURA DE PUENTE INTERNACIONAL SUYO AYABACA PIURA,,1952,,,AYABACA,,1894,,,,,,PIURA,,1952,PUESTO DE SALUD PUENTE INTERNACIONAL,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PUENTE INTERNACIONAL, SUYO, AYABACA, PIURA, PERU","OTROS ALTURA DE PUENTE INTERNACIONAL ALTURA DE PUENTE INTERNACIONAL SUYO AYABACA PIURA, SUYO, AYABACA, PIURA, PERU","SUYO, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO SANTA ANA DE QUIROZ- SUYO CASERIO SANTA ANA DE QUIROZ- SUYO SUYO AYABACA PIURA,,1953,,,AYABACA,,1895,,,,,,PIURA,,1953,PUESTO DE SALUD SANTA ANA DE QUIROZ,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SANTA ANA DE QUIROZ, SUYO, AYABACA, PIURA, PERU","OTROS CASERIO SANTA ANA DE QUIROZ- SUYO CASERIO SANTA ANA DE QUIROZ- SUYO SUYO AYABACA PIURA, SUYO, AYABACA, PIURA, PERU","SUYO, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO LA LAGUNA CASERIO LA LAGUNA SUYO AYABACA PIURA,,1954,,,AYABACA,,1896,,,,,,PIURA,,1954,PUESTO DE SALUD LA LAGUNA,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA LAGUNA, SUYO, AYABACA, PIURA, PERU","OTROS CASERIO LA LAGUNA CASERIO LA LAGUNA SUYO AYABACA PIURA, SUYO, AYABACA, PIURA, PERU","SUYO, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,CALLE CALLE LA ARENA S/N. SAPILLLICA S/N CALLE LA ARENA S/N. SAPILLLICA SAPILLICA AYABACA PIURA,,1955,,,AYABACA,,1897,,,,,,PIURA,,1955,CENTRO DE SALUD SAPILLICA,,SAPILLICA,200208,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD SAPILLICA, SAPILLICA, AYABACA, PIURA, PERU","CALLE CALLE LA ARENA S/N. SAPILLLICA S/N CALLE LA ARENA S/N. SAPILLLICA SAPILLICA AYABACA PIURA, SAPILLICA, AYABACA, PIURA, PERU","SAPILLICA, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO TASAJERAS CASERIO TASAJERAS SAPILLICA AYABACA PIURA,,1956,,,AYABACA,,1898,,,,,,PIURA,,1956,PUESTO DE SALUD TASAJERAS,,SAPILLICA,200208,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD TASAJERAS, SAPILLICA, AYABACA, PIURA, PERU","OTROS CASERIO TASAJERAS CASERIO TASAJERAS SAPILLICA AYABACA PIURA, SAPILLICA, AYABACA, PIURA, PERU","SAPILLICA, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO COLETAS CHACHACOMAL CASERIO COLETAS CHACHACOMAL SAPILLICA AYABACA PIURA,,1957,,,AYABACA,,1899,,,,,,PIURA,,1957,PUESTO DE SALUD COLETAS DE CHACHACOMAL,,SAPILLICA,200208,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD COLETAS DE CHACHACOMAL, SAPILLICA, AYABACA, PIURA, PERU","OTROS CASERIO COLETAS CHACHACOMAL CASERIO COLETAS CHACHACOMAL SAPILLICA AYABACA PIURA, SAPILLICA, AYABACA, PIURA, PERU","SAPILLICA, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO EL SAUCE -SAPILLICA CASERIO EL SAUCE -SAPILLICA SAPILLICA AYABACA PIURA,,1958,,,AYABACA,,1900,,,,,,PIURA,,1958,PUESTO DE SALUD EL SAUCE - SAPILLICA,,SAPILLICA,200208,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD EL SAUCE - SAPILLICA, SAPILLICA, AYABACA, PIURA, PERU","OTROS CASERIO EL SAUCE -SAPILLICA CASERIO EL SAUCE -SAPILLICA SAPILLICA AYABACA PIURA, SAPILLICA, AYABACA, PIURA, PERU","SAPILLICA, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,AVENIDA AV.FERNANDO BELAUNDE S/N PAIMAS S/N AV.FERNANDO BELAUNDE S/N PAIMAS PAIMAS AYABACA PIURA,,1959,,,AYABACA,,1901,,,,,,PIURA,,1959,CENTRO DE SALUD PAIMAS,,PAIMAS,200207,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD PAIMAS, PAIMAS, AYABACA, PIURA, PERU","AVENIDA AV.FERNANDO BELAUNDE S/N PAIMAS S/N AV.FERNANDO BELAUNDE S/N PAIMAS PAIMAS AYABACA PIURA, PAIMAS, AYABACA, PIURA, PERU","PAIMAS, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO LA SAUCHA -PAIMAS CASERIO LA SAUCHA -PAIMAS PAIMAS AYABACA PIURA,,1960,,,AYABACA,,1902,,,,,,PIURA,,1960,PUESTO SALUD LA SAUCHA,,PAIMAS,200207,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO SALUD LA SAUCHA, PAIMAS, AYABACA, PIURA, PERU","OTROS CASERIO LA SAUCHA -PAIMAS CASERIO LA SAUCHA -PAIMAS PAIMAS AYABACA PIURA, PAIMAS, AYABACA, PIURA, PERU","PAIMAS, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO TONDOPA-PAIMAS CASERIO TONDOPA-PAIMAS PAIMAS AYABACA PIURA,,1961,,,AYABACA,,1903,,,,,,PIURA,,1961,PUESTO DE SALUD TONDOPA,,PAIMAS,200207,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD TONDOPA, PAIMAS, AYABACA, PIURA, PERU","OTROS CASERIO TONDOPA-PAIMAS CASERIO TONDOPA-PAIMAS PAIMAS AYABACA PIURA, PAIMAS, AYABACA, PIURA, PERU","PAIMAS, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,CALLE CALLE MIRAMAR S/N- DISTRITO DE JILILI S/N CALLE MIRAMAR S/N- DISTRITO DE JILILI JILILI AYABACA PIURA,,1962,,,AYABACA,,1904,,,,,,PIURA,,1962,CENTRO DE SALUD JILILI,,JILILI,200203,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD JILILI, JILILI, AYABACA, PIURA, PERU","CALLE CALLE MIRAMAR S/N- DISTRITO DE JILILI S/N CALLE MIRAMAR S/N- DISTRITO DE JILILI JILILI AYABACA PIURA, JILILI, AYABACA, PIURA, PERU","JILILI, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERÍO ANCHALAY -JILILI CASERÍO ANCHALAY -JILILI JILILI AYABACA PIURA,,1963,,,AYABACA,,1905,,,,,,PIURA,,1963,PUESTO DE SALUD ANCHALAY,,JILILI,200203,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD ANCHALAY, JILILI, AYABACA, PIURA, PERU","OTROS CASERÍO ANCHALAY -JILILI CASERÍO ANCHALAY -JILILI JILILI AYABACA PIURA, JILILI, AYABACA, PIURA, PERU","JILILI, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO CUCUYAS - JILILI CASERIO CUCUYAS - JILILI JILILI AYABACA PIURA,,1964,,,AYABACA,,1906,,,,,,PIURA,,1964,CUCUYAS,,JILILI,200203,,ACTIVO,,,ACTIVO,,,,,,,"CUCUYAS, JILILI, AYABACA, PIURA, PERU","OTROS CASERIO CUCUYAS - JILILI CASERIO CUCUYAS - JILILI JILILI AYABACA PIURA, JILILI, AYABACA, PIURA, PERU","JILILI, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO LAGUNAS S/N S/N CASERIO LAGUNAS S/N LAGUNAS AYABACA PIURA,,1965,,,AYABACA,,1907,,,,,,PIURA,,1965,CENTRO DE SALUD LAGUNAS,,LAGUNAS,200204,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD LAGUNAS, LAGUNAS, AYABACA, PIURA, PERU","OTROS CASERIO LAGUNAS S/N S/N CASERIO LAGUNAS S/N LAGUNAS AYABACA PIURA, LAGUNAS, AYABACA, PIURA, PERU","LAGUNAS, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO EL LUCUMO S/N S/N CASERIO EL LUCUMO S/N LAGUNAS AYABACA PIURA,,1966,,,AYABACA,,1908,,,,,,PIURA,,1966,PUESTO SALUD EL LUCUMO,,LAGUNAS,200204,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO SALUD EL LUCUMO, LAGUNAS, AYABACA, PIURA, PERU","OTROS CASERIO EL LUCUMO S/N S/N CASERIO EL LUCUMO S/N LAGUNAS AYABACA PIURA, LAGUNAS, AYABACA, PIURA, PERU","LAGUNAS, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO SALVIA CASERIO SALVIA LAGUNAS AYABACA PIURA,,1967,,,AYABACA,,1909,,,,,,PIURA,,1967,PUESTO DE SALUD SALVIA,,LAGUNAS,200204,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SALVIA, LAGUNAS, AYABACA, PIURA, PERU","OTROS CASERIO SALVIA CASERIO SALVIA LAGUNAS AYABACA PIURA, LAGUNAS, AYABACA, PIURA, PERU","LAGUNAS, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO SAN JUAN DE LAGUNAS CASERIO SAN JUAN DE LAGUNAS LAGUNAS AYABACA PIURA,,1968,,,AYABACA,,1910,,,,,,PIURA,,1968,PUESTO DE SALUD SAN JUAN DE LAGUNAS,,LAGUNAS,200204,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAN JUAN DE LAGUNAS, LAGUNAS, AYABACA, PIURA, PERU","OTROS CASERIO SAN JUAN DE LAGUNAS CASERIO SAN JUAN DE LAGUNAS LAGUNAS AYABACA PIURA, LAGUNAS, AYABACA, PIURA, PERU","LAGUNAS, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO PILLO S/N S/N CASERIO PILLO S/N LAGUNAS AYABACA PIURA,,1969,,,AYABACA,,1911,,,,,,PIURA,,1969,PUESTO SALUD PILLO,,LAGUNAS,200204,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO SALUD PILLO, LAGUNAS, AYABACA, PIURA, PERU","OTROS CASERIO PILLO S/N S/N CASERIO PILLO S/N LAGUNAS AYABACA PIURA, LAGUNAS, AYABACA, PIURA, PERU","LAGUNAS, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,JIRÓN JR. PIURA S/N MONTERO S/N JR. PIURA S/N MONTERO MONTERO AYABACA PIURA,,1970,,,AYABACA,,1912,,,,,,PIURA,,1970,CENTRO DE SALUD MONTERO,,MONTERO,200205,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD MONTERO, MONTERO, AYABACA, PIURA, PERU","JIRÓN JR. PIURA S/N MONTERO S/N JR. PIURA S/N MONTERO MONTERO AYABACA PIURA, MONTERO, AYABACA, PIURA, PERU","MONTERO, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO SICACATE - MONTERO CASERIO SICACATE - MONTERO MONTERO AYABACA PIURA,,1971,,,AYABACA,,1913,,,,,,PIURA,,1971,PUESTO DE SALUD SICACATE,,MONTERO,200205,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SICACATE, MONTERO, AYABACA, PIURA, PERU","OTROS CASERIO SICACATE - MONTERO CASERIO SICACATE - MONTERO MONTERO AYABACA PIURA, MONTERO, AYABACA, PIURA, PERU","MONTERO, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO MARMAS ALTO CASERIO MARMAS ALTO MONTERO AYABACA PIURA,,1972,,,AYABACA,,1914,,,,,,PIURA,,1972,PUESTO DE SALUD MARMAS ALTO,,MONTERO,200205,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD MARMAS ALTO, MONTERO, AYABACA, PIURA, PERU","OTROS CASERIO MARMAS ALTO CASERIO MARMAS ALTO MONTERO AYABACA PIURA, MONTERO, AYABACA, PIURA, PERU","MONTERO, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO QUEBRADA DE AGUA MONTERO CASERIO QUEBRADA DE AGUA MONTERO MONTERO AYABACA PIURA,,1973,,,AYABACA,,1915,,,,,,PIURA,,1973,PUESTO DE SALUD QUEBRADA DE AGUA,,MONTERO,200205,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD QUEBRADA DE AGUA, MONTERO, AYABACA, PIURA, PERU","OTROS CASERIO QUEBRADA DE AGUA MONTERO CASERIO QUEBRADA DE AGUA MONTERO MONTERO AYABACA PIURA, MONTERO, AYABACA, PIURA, PERU","MONTERO, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,JIRÓN JR. UNION S/N SICCHEZ S/N JR. UNION S/N SICCHEZ SICCHEZ AYABACA PIURA,,1974,,,AYABACA,,1916,,,,,,PIURA,,1974,CENTRO DE SALUD SICCHEZ,,SICCHEZ,200209,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD SICCHEZ, SICCHEZ, AYABACA, PIURA, PERU","JIRÓN JR. UNION S/N SICCHEZ S/N JR. UNION S/N SICCHEZ SICCHEZ AYABACA PIURA, SICCHEZ, AYABACA, PIURA, PERU","SICCHEZ, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO OXAHUAY - SICCHEZ CASERIO OXAHUAY - SICCHEZ SICCHEZ AYABACA PIURA,,1975,,,AYABACA,,1917,,,,,,PIURA,,1975,PUESTO DE SALUD OXAHUAY,,SICCHEZ,200209,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD OXAHUAY, SICCHEZ, AYABACA, PIURA, PERU","OTROS CASERIO OXAHUAY - SICCHEZ CASERIO OXAHUAY - SICCHEZ SICCHEZ AYABACA PIURA, SICCHEZ, AYABACA, PIURA, PERU","SICCHEZ, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIOI AMBASAL CASERIOI AMBASAL SICCHEZ AYABACA PIURA,,1976,,,AYABACA,,1918,,,,,,PIURA,,1976,PUESTO DE SALUD AMBASAL,,SICCHEZ,200209,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD AMBASAL, SICCHEZ, AYABACA, PIURA, PERU","OTROS CASERIOI AMBASAL CASERIOI AMBASAL SICCHEZ AYABACA PIURA, SICCHEZ, AYABACA, PIURA, PERU","SICCHEZ, AYABACA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS ZONA INDUSTRIAL AA.HH. FROILAN ALAMA ZONA INDUSTRIAL AA.HH. FROILAN ALAMA TAMBO GRANDE PIURA PIURA,,1977,,,PIURA,,1919,,,,,,PIURA,,1977,CENTRO DE SALUD TAMBOGRANDE,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD TAMBOGRANDE, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS ZONA INDUSTRIAL AA.HH. FROILAN ALAMA ZONA INDUSTRIAL AA.HH. FROILAN ALAMA TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO SAN ISIDRO CASERIO SAN ISIDRO TAMBO GRANDE PIURA PIURA,,1978,,,PIURA,,1920,,,,,,PIURA,,1978,CENTRO DE SALUD SAN ISIDRO,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD SAN ISIDRO, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO SAN ISIDRO CASERIO SAN ISIDRO TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO CRUCETA TAMBOGRANDE CASERIO CRUCETA TAMBOGRANDE TAMBO GRANDE PIURA PIURA,,1979,,,PIURA,,1921,,,,,,PIURA,,1979,PUESTO DE SALUD CRUCETA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CRUCETA, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO CRUCETA TAMBOGRANDE CASERIO CRUCETA TAMBOGRANDE TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CENTRO POBLADO DE TEJEDORES CENTRO POBLADO DE TEJEDORES TAMBO GRANDE PIURA PIURA,,1980,,,PIURA,,1922,,,,,,PIURA,,1980,PUESTO SALUD TEJEDORES,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO SALUD TEJEDORES, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CENTRO POBLADO DE TEJEDORES CENTRO POBLADO DE TEJEDORES TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO MALINGAS -TAMBOGRANDE CASERIO MALINGAS -TAMBOGRANDE TAMBO GRANDE PIURA PIURA,,1981,,,PIURA,,1923,,,,,,PIURA,,1981,CENTRO DE SALUD MALINGAS,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD MALINGAS, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO MALINGAS -TAMBOGRANDE CASERIO MALINGAS -TAMBOGRANDE TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO MALINGUITAS CASERIO MALINGUITAS TAMBO GRANDE PIURA PIURA,,1982,,,PIURA,,1924,,,,,,PIURA,,1982,PUESTO DE SALUD MALINGUITAS,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD MALINGUITAS, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO MALINGUITAS CASERIO MALINGUITAS TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO PAPAYO ALGARROBO CASERIO PAPAYO ALGARROBO TAMBO GRANDE PIURA PIURA,,1983,,,PIURA,,1925,,,,,,PIURA,,1983,PUESTO DE SALUD PAPAYO - EL ALGARROBO,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PAPAYO - EL ALGARROBO, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO PAPAYO ALGARROBO CASERIO PAPAYO ALGARROBO TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CENTRO POBLADO SANTA ANA MZ X LOTE 59 CENTRO POBLADO SANTA ANA MZ X LOTE 59 TAMBO GRANDE PIURA PIURA,,1984,,,PIURA,,1926,,,,,,PIURA,,1984,PUESTO DE SALUD SANTA ANA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SANTA ANA, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CENTRO POBLADO SANTA ANA MZ X LOTE 59 CENTRO POBLADO SANTA ANA MZ X LOTE 59 TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO LA PEÑITA - TAMBOGRANDE CASERIO LA PEÑITA - TAMBOGRANDE TAMBO GRANDE PIURA PIURA,,1985,,,PIURA,,1927,,,,,,PIURA,,1985,PUESTO DE SALUD LA PEÑITA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA PEÑITA, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO LA PEÑITA - TAMBOGRANDE CASERIO LA PEÑITA - TAMBOGRANDE TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CENTRO POBLADO CHICA ALTA CENTRO POBLADO CHICA ALTA TAMBO GRANDE PIURA PIURA,,1986,,,PIURA,,1928,,,,,,PIURA,,1986,PUESTO DE SALUD CHICA ALTA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CHICA ALTA, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CENTRO POBLADO CHICA ALTA CENTRO POBLADO CHICA ALTA TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,JIRÓN SINCHI ROCA JR. INTY RAYMI SINCHI ROCA JR. INTY RAYMI TAMBO GRANDE PIURA PIURA,,1987,,,PIURA,,1929,,,,,,PIURA,,1987,PUESTO DE SALUD SINCHI ROCA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SINCHI ROCA, TAMBO GRANDE, PIURA, PIURA, PERU","JIRÓN SINCHI ROCA JR. INTY RAYMI SINCHI ROCA JR. INTY RAYMI TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
,OTROS CASERIO LAS MONICAS CASERIO LAS MONICAS TAMBO GRANDE PIURA PIURA,,1988,,,PIURA,,1930,,,,,,PIURA,,1988,PUESTO DE SALUD LAS MONICAS,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LAS MONICAS, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO LAS MONICAS CASERIO LAS MONICAS TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",,,,,,PENDING,,PRIMARY
