responsable,direccion,unidadejec,codigounico,idunidadejec,disa,provincia,horaatencion,id,categoria,telefeno,idred,situacion,clasificacion,departamento,inicioactividad,codigounico2,nombrerazonsocial,idautosanit,distrito,ubigeo,tipodocumentocategoria,estado,institucion,red,condicion,fecha_inspecion,tipo,numerocategoria,microred,inspecion,idmicrored,query_primary,query_secondary,query_fallback,latitude,longitude,geocode_source,geocode_confidence,geocode_level,geocode_status,geocode_notes,geocode_priority,geocode_query_used,geocode_attempts,geocode_provider,geocode_timestamp,geocode_display_name,geocode_type,geocode_importance,geocode_bbox,lat_round,lon_round
,JIRÓN JR. UNION S/N SICCHEZ S/N JR. UNION S/N SICCHEZ SICCHEZ AYABACA PIURA,,1974,,,AYABACA,,1916,,,,,,PIURA,,1974,CENTRO DE SALUD SICCHEZ,,SICCHEZ,200209,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD SICCHEZ, SICCHEZ, AYABACA, PIURA, PERU","JIRÓN JR. UNION S/N SICCHEZ S/N JR. UNION S/N SICCHEZ SICCHEZ AYABACA PIURA, SICCHEZ, AYABACA, PIURA, PERU","SICCHEZ, AYABACA, PIURA, PERU",-4.5689777,-79.763774,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD SICCHEZ, SICCHEZ, AYABACA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:05:12.080016,"Sicchez, Calle Bolívar, La Pampa, Sícchez, Ayabaca, Piura, Perú",clinic,4.0000762951049326e-05,"['-4.5691505', '-4.5688350', '-79.7639447', '-79.7635956']",-4.56898,-79.76377
,OTROS ZONA INDUSTRIAL AA.HH. FROILAN ALAMA ZONA INDUSTRIAL AA.HH. FROILAN ALAMA TAMBO GRANDE PIURA PIURA,,1977,,,PIURA,,1919,,,,,,PIURA,,1977,CENTRO DE SALUD TAMBOGRANDE,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD TAMBOGRANDE, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS ZONA INDUSTRIAL AA.HH. FROILAN ALAMA ZONA INDUSTRIAL AA.HH. FROILAN ALAMA TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9348207,-80.3415011,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD TAMBOGRANDE, TAMBO GRANDE, PIURA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:05:27.952823,"Centro Medico Essalud Tambogrande, 352, Jirón Lima, Froilan Alama, Santa Cruz, Tambogrande, Tambo Grande, Piura, Perú",clinic,3.913710231169631e-05,"['-4.9349072', '-4.9347343', '-80.3416271', '-80.3413750']",-4.93482,-80.3415
,OTROS CASERIO SAN ISIDRO CASERIO SAN ISIDRO TAMBO GRANDE PIURA PIURA,,1978,,,PIURA,,1920,,,,,,PIURA,,1978,CENTRO DE SALUD SAN ISIDRO,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD SAN ISIDRO, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO SAN ISIDRO CASERIO SAN ISIDRO TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.7939134,-80.2736569,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD SAN ISIDRO, TAMBO GRANDE, PIURA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:05:31.172429,"San Isidro, PI-762, Santa Catalina, San Isidro, Tambo Grande, Piura, Perú",clinic,3.913710231169631e-05,"['-4.7943016', '-4.7936515', '-80.2739748', '-80.2733566']",-4.79391,-80.27366
,OTROS CENTRO POBLADO CHICA ALTA CENTRO POBLADO CHICA ALTA TAMBO GRANDE PIURA PIURA,,1986,,,PIURA,,1928,,,,,,PIURA,,1986,PUESTO DE SALUD CHICA ALTA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CHICA ALTA, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CENTRO POBLADO CHICA ALTA CENTRO POBLADO CHICA ALTA TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.8903579,-80.4146409,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD CHICA ALTA, TAMBO GRANDE, PIURA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:06:14.052792,"Puesto de Salud Chica Alta, Carretera Panamericana Norte, Atahualpa, Huascar, Tambo Grande, Piura, Perú",clinic,3.913710231169631e-05,"['-4.8904079', '-4.8903079', '-80.4146909', '-80.4145909']",-4.89036,-80.41464
,JIRÓN SINCHI ROCA JR. INTY RAYMI SINCHI ROCA JR. INTY RAYMI TAMBO GRANDE PIURA PIURA,,1987,,,PIURA,,1929,,,,,,PIURA,,1987,PUESTO DE SALUD SINCHI ROCA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SINCHI ROCA, TAMBO GRANDE, PIURA, PIURA, PERU","JIRÓN SINCHI ROCA JR. INTY RAYMI SINCHI ROCA JR. INTY RAYMI TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.8903579,-80.4146409,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD SINCHI ROCA, TAMBO GRANDE, PIURA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:06:17.384680,"Puesto de Salud Chica Alta, Carretera Panamericana Norte, Atahualpa, Huascar, Tambo Grande, Piura, Perú",clinic,3.913710231169631e-05,"['-4.8904079', '-4.8903079', '-80.4146909', '-80.4145909']",-4.89036,-80.41464
,OTROS CASERIO LAS MONICAS CASERIO LAS MONICAS TAMBO GRANDE PIURA PIURA,,1988,,,PIURA,,1930,,,,,,PIURA,,1988,PUESTO DE SALUD LAS MONICAS,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LAS MONICAS, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO LAS MONICAS CASERIO LAS MONICAS TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9297532,-80.2832763,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD LAS MONICAS, TAMBO GRANDE, PIURA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:06:20.187849,"Puesto de Salud Las Monicas, Caserio Las Monicas, Tambo Grande, Piura, Perú",clinic,3.913710231169631e-05,"['-4.9298032', '-4.9297032', '-80.2833263', '-80.2832263']",-4.92975,-80.28328
,OTROS CENTRO POBLADO CP-3 CENTRO POBLADO CP-3 TAMBO GRANDE PIURA PIURA,,1996,,,PIURA,,1938,,,,,,PIURA,,1996,CP3 - SAN MARTIN,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"CP3 - SAN MARTIN, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CENTRO POBLADO CP-3 CENTRO POBLADO CP-3 TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.8426429,-80.342111,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CP3 - SAN MARTIN, TAMBO GRANDE, PIURA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:07:04.067762,"Cp3-San Martin, PI-612, San Martin CP-3 Hualtaco I, Tambo Grande, Piura, Perú",clinic,3.913710231169631e-05,"['-4.8426929', '-4.8425929', '-80.3421610', '-80.3420610']",-4.84264,-80.34211
,OTROS TRANSVERSAL LUCIANO CASTILLO COLONNA S/N A.H ESTEBAN PAULETICH BELLAVISTA S/N TRANSVERSAL LUCIANO CASTILLO COLONNA S/N A.H ESTEBAN PAULETICH BELLAVISTA BELLAVISTA SULLANA PIURA,,2001,,,SULLANA,,1943,,,,,,PIURA,,2001,CENTRO DE SALUD BELLAVISTA,,BELLAVISTA,200602,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD BELLAVISTA, BELLAVISTA, SULLANA, PIURA, PERU","OTROS TRANSVERSAL LUCIANO CASTILLO COLONNA S/N A.H ESTEBAN PAULETICH BELLAVISTA S/N TRANSVERSAL LUCIANO CASTILLO COLONNA S/N A.H ESTEBAN PAULETICH BELLAVISTA BELLAVISTA SULLANA PIURA, BELLAVISTA, SULLANA, PIURA, PERU","BELLAVISTA, SULLANA, PIURA, PERU",-4.8844701,-80.6714142,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD BELLAVISTA, BELLAVISTA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:07:32.282772,"Centro de Salud Bellavista, Calle Transversal Luis Paredes, Nueva Esperanza, Sullana, Bellavista, Sullana, Piura, 20100, Perú",clinic,3.945601586933727e-05,"['-4.8847889', '-4.8841514', '-80.6717152', '-80.6711132']",-4.88447,-80.67141
,OTROS PARIÑAS S/N. SANTA TERESITA S/N PARIÑAS S/N. SANTA TERESITA SULLANA SULLANA PIURA,,2011,,,SULLANA,,1953,,,,,,PIURA,,2011,CENTRO DE SALUD SANTA TERESITA,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD SANTA TERESITA, SULLANA, SULLANA, PIURA, PERU","OTROS PARIÑAS S/N. SANTA TERESITA S/N PARIÑAS S/N. SANTA TERESITA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.9004509,-80.6777636,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD SANTA TERESITA, SULLANA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:08:26.177428,"Establecimiento de Salud Santa Teresita, Calle Félix Jaramillo, Asentamiento Humano 9 de Octubre, Sullana, Piura, 20100, Perú",clinic,4.886778057521961e-05,"['-4.9008563', '-4.9000456', '-80.6779909', '-80.6775363']",-4.90045,-80.67776
,OTROS LOS LAURELES S/N VILLA PRIMAVERA S/N LOS LAURELES S/N VILLA PRIMAVERA SULLANA SULLANA PIURA,,2012,,,SULLANA,,1954,,,,,,PIURA,,2012,"CENTRO DE SALUD ""VILLA PRIMAVERA""",,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD ""VILLA PRIMAVERA"", SULLANA, SULLANA, PIURA, PERU","OTROS LOS LAURELES S/N VILLA PRIMAVERA S/N LOS LAURELES S/N VILLA PRIMAVERA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.904803,-80.7106523,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD ""VILLA PRIMAVERA"", SULLANA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:08:28.903564,"Establecimiento de Salud Villa Primavera, Calle Los Algarrobos, Asentamiento Humano Villa Primavera, Nuevo Sullana, Sullana, Piura, 20100, Perú",clinic,4.886778057521961e-05,"['-4.9050792', '-4.9045674', '-80.7108711', '-80.7104373']",-4.9048,-80.71065
,OTROS CASERIO CANAL MOCHO CIENEGUILLO SUR CASERIO CANAL MOCHO CIENEGUILLO SUR SULLANA SULLANA PIURA,,2016,,,SULLANA,,1958,,,,,,PIURA,,2016,CANAL MOCHO-CIENEGUILLO SUR,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"CANAL MOCHO-CIENEGUILLO SUR, SULLANA, SULLANA, PIURA, PERU","OTROS CASERIO CANAL MOCHO CIENEGUILLO SUR CASERIO CANAL MOCHO CIENEGUILLO SUR SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.9988145,-80.6868365,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CANAL MOCHO-CIENEGUILLO SUR, SULLANA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:08:46.306362,"Canal Mocho, Nuevo Progreso, Sullana, Piura, Perú",hamlet,0.1333822011139085,"['-5.0188145', '-4.9788145', '-80.7068365', '-80.6668365']",-4.99881,-80.68684
,OTROS NUEVA SULLANA NUEVA SULLANA SULLANA SULLANA PIURA,,2017,,,SULLANA,,1959,,,,,,PIURA,,2017,CENTRO DE SALUD NUEVO SULLANA,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD NUEVO SULLANA, SULLANA, SULLANA, PIURA, PERU","OTROS NUEVA SULLANA NUEVA SULLANA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.9088237,-80.7227337,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD NUEVO SULLANA, SULLANA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:08:48.981768,"Nuevo Sullana, Avenida Tangarará, Nuevo Sullana, Sullana, Piura, 20100, Perú",clinic,4.886778057521961e-05,"['-4.9090286', '-4.9086187', '-80.7229387', '-80.7225287']",-4.90882,-80.72273
,CALLE CALLE MARÍA AUXILIADORA N° 1101 SANCHEZ CERRO CALLE MARÍA AUXILIADORA N° 1101 SANCHEZ CERRO SULLANA SULLANA PIURA,,2018,,,SULLANA,,1960,,,,,,PIURA,,2018,CENTRO DE SALUD COMUNIDAD SALUDABLE,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD COMUNIDAD SALUDABLE, SULLANA, SULLANA, PIURA, PERU","CALLE CALLE MARÍA AUXILIADORA N° 1101 SANCHEZ CERRO CALLE MARÍA AUXILIADORA N° 1101 SANCHEZ CERRO SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.9081922,-80.6946604,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD COMUNIDAD SALUDABLE, SULLANA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:08:51.554623,"Centro de Salud Comunidad Saludable, 1101, Calle María Auxiliadora, Asentamiento Humano Luis M. Sánchez Cerro, Sullana, Piura, 20100, Perú",clinic,4.886778057521961e-05,"['-4.9083212', '-4.9080633', '-80.6948427', '-80.6944782']",-4.90819,-80.69466
,OTROS JOSE OLAYA JOSE OLAYA MIGUEL CHECA SULLANA PIURA,,2019,,,SULLANA,,1961,,,,,,PIURA,,2019,CENTRO DE SALUD MIGUEL CHECA,,MIGUEL CHECA,200606,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD MIGUEL CHECA, MIGUEL CHECA, SULLANA, PIURA, PERU","OTROS JOSE OLAYA JOSE OLAYA MIGUEL CHECA SULLANA PIURA, MIGUEL CHECA, SULLANA, PIURA, PERU","MIGUEL CHECA, SULLANA, PIURA, PERU",-4.9011588,-80.815167,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD MIGUEL CHECA, MIGUEL CHECA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:08:54.150499,"Centro de Salud Miguel Checa, Calle Alan García, El Prado, Sojo, Miguel Checa, Sullana, Piura, Perú",clinic,3.8914320592004536e-05,"['-4.9013949', '-4.9010000', '-80.8153950', '-80.8149384']",-4.90116,-80.81517
,JIRÓN JR. SAN PABLO Nº 105 JR. SAN PABLO Nº 105 MIGUEL CHECA SULLANA PIURA,,2020,,,SULLANA,,1962,,,,,,PIURA,,2020,PUESTO DE SALUD JIBITO,,MIGUEL CHECA,200606,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD JIBITO, MIGUEL CHECA, SULLANA, PIURA, PERU","JIRÓN JR. SAN PABLO Nº 105 JR. SAN PABLO Nº 105 MIGUEL CHECA SULLANA PIURA, MIGUEL CHECA, SULLANA, PIURA, PERU","MIGUEL CHECA, SULLANA, PIURA, PERU",-4.9051923,-80.7473456,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD JIBITO, MIGUEL CHECA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:08:56.342543,"Puesto de Salud Jibito, 105, Jirón San Juan, Jíbito, Miguel Checa, Sullana, Piura, Perú",clinic,3.8914320592004536e-05,"['-4.9053052', '-4.9049846', '-80.7474976', '-80.7472361']",-4.90519,-80.74735
,OTROS CALETA LA ISLILLA - PAITA CALETA LA ISLILLA - PAITA PAITA PAITA PIURA,,2022,,,PAITA,,1964,,,,,,PIURA,,2022,PUESTO DE SALUD LA ISLILLA,,PAITA,200501,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA ISLILLA, PAITA, PAITA, PIURA, PERU","OTROS CALETA LA ISLILLA - PAITA CALETA LA ISLILLA - PAITA PAITA PAITA PIURA, PAITA, PAITA, PIURA, PERU","PAITA, PAITA, PIURA, PERU",-5.2063497,-81.1923801,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD LA ISLILLA, PAITA, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:06.797443,"Puesto de Salud La Islilla, Carretera Paita - La Islilla, La Islilla Alta, La Islilla, Paita, Piura, Perú",clinic,3.750133516437045e-05,"['-5.2064362', '-5.2062632', '-81.1924535', '-81.1923067']",-5.20635,-81.19238
,OTROS CALETA YACILA CALETA YACILA PAITA PAITA PIURA,,2023,,,PAITA,,1965,,,,,,PIURA,,2023,PUESTO DE SALUD YACILA,,PAITA,200501,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD YACILA, PAITA, PAITA, PIURA, PERU","OTROS CALETA YACILA CALETA YACILA PAITA PAITA PIURA, PAITA, PAITA, PIURA, PERU","PAITA, PAITA, PIURA, PERU",-5.1327293,-81.1707792,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD YACILA, PAITA, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:09.377399,"Puesto de Salud Yacila, Carretera Paita - Yacilla, Los Cangrejos, Yacila, Paita, Piura, Perú",clinic,3.750133516437045e-05,"['-5.1328005', '-5.1326580', '-81.1708304', '-81.1707281']",-5.13273,-81.17078
,OTROS CASERIO SAN LUCAS DE COLAN CASERIO SAN LUCAS DE COLAN COLAN PAITA PIURA,,2024,,,PAITA,,1966,,,,,,PIURA,,2024,PUESTO DE SALUD SAN LUCAS DE COLAN,,COLAN,200504,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAN LUCAS DE COLAN, COLAN, PAITA, PIURA, PERU","OTROS CASERIO SAN LUCAS DE COLAN CASERIO SAN LUCAS DE COLAN COLAN PAITA PIURA, COLAN, PAITA, PIURA, PERU","COLAN, PAITA, PIURA, PERU",-5.0053016,-81.0583954,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD SAN LUCAS DE COLAN, COLAN, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:12.604634,"Puesto de Salud San Lucas de Colán, PI-101, San Lucas de Colan, Nuevo Paraíso, Colán, Paita, Piura, Perú",doctors,3.750133516437045e-05,"['-5.0053840', '-5.0052303', '-81.0585151', '-81.0582760']",-5.0053,-81.0584
,OTROS CASERIO EL ARENAL CASERIO EL ARENAL ARENAL PAITA PIURA,,2025,,,PAITA,,1967,,,,,,PIURA,,2025,CENTRO DE SALUD EL ARENAL,,ARENAL,200503,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD EL ARENAL, ARENAL, PAITA, PIURA, PERU","OTROS CASERIO EL ARENAL CASERIO EL ARENAL ARENAL PAITA PIURA, ARENAL, PAITA, PIURA, PERU","ARENAL, PAITA, PIURA, PERU",-4.8849849,-81.0262273,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD EL ARENAL, ARENAL, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:15.297606,"Centro de Salud El Arenal, Calle Piura, San Silvestre, El Tablazo, El Arenal, Arenal, Paita, Piura, Perú",hospital,3.924391546497319e-05,"['-4.8851693', '-4.8847665', '-81.0264199', '-81.0260346']",-4.88498,-81.02623
,JIRÓN JR. ALFONSO UGARTE S/N S/N JR. ALFONSO UGARTE S/N COLAN PAITA PIURA,,2026,,,PAITA,,1968,,,,,,PIURA,,2026,"CENTRO DE SALUD ""PUEBLO NUEVO DE COLAN""",,COLAN,200504,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD ""PUEBLO NUEVO DE COLAN"", COLAN, PAITA, PIURA, PERU","JIRÓN JR. ALFONSO UGARTE S/N S/N JR. ALFONSO UGARTE S/N COLAN PAITA PIURA, COLAN, PAITA, PIURA, PERU","COLAN, PAITA, PIURA, PERU",-4.9115827,-81.057902,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD ""PUEBLO NUEVO DE COLAN"", COLAN, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:17.857987,"Centro de Salud Pueblo Nuevo de Colán, Jirón David Vásquez, La Capilla, Pueblo Nuevo de Colán, Colán, Paita, Piura, Perú",clinic,3.924391546497319e-05,"['-4.9117300', '-4.9114400', '-81.0579884', '-81.0578234']",-4.91158,-81.0579
,CALLE CALLE INCLAN N°409 CALLE INCLAN N°409 LA HUACA PAITA PIURA,,2027,,,PAITA,,1969,,,,,,PIURA,,2027,CENTRO DE SALUD LA HUACA,,LA HUACA,200505,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD LA HUACA, LA HUACA, PAITA, PIURA, PERU","CALLE CALLE INCLAN N°409 CALLE INCLAN N°409 LA HUACA PAITA PIURA, LA HUACA, PAITA, PIURA, PERU","LA HUACA, PAITA, PIURA, PERU",-4.9121604,-80.9602239,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD LA HUACA, LA HUACA, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:20.412416,"Centro de Salud La Huaca, 409, Calle Inclán, La Huaca, Paita, Piura, Perú",clinic,3.902571145185042e-05,"['-4.9122827', '-4.9120315', '-80.9603956', '-80.9601073']",-4.91216,-80.96022
,OTROS CASERIO VIVIATE CASERIO VIVIATE LA HUACA PAITA PIURA,,2028,,,PAITA,,1970,,,,,,PIURA,,2028,CENTRO DE SALUD VIVIATE,,LA HUACA,200505,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD VIVIATE, LA HUACA, PAITA, PIURA, PERU","OTROS CASERIO VIVIATE CASERIO VIVIATE LA HUACA PAITA PIURA, LA HUACA, PAITA, PIURA, PERU","LA HUACA, PAITA, PIURA, PERU",-4.9200244,-80.9215755,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD VIVIATE, LA HUACA, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:22.977528,"Centro de Salud Viviate, Carretera Paita - Sullana, Hacienda Cochal, Santa Rosa, Nomara, La Huaca, Paita, Piura, Perú",clinic,3.902571145185042e-05,"['-4.9203532', '-4.9197399', '-80.9222050', '-80.9212381']",-4.92002,-80.92158
,OTROS CASERIO NOMARA CASERIO NOMARA LA HUACA PAITA PIURA,,2029,,,PAITA,,1971,,,,,,PIURA,,2029,PUESTO DE SALUD NOMARA,,LA HUACA,200505,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD NOMARA, LA HUACA, PAITA, PIURA, PERU","OTROS CASERIO NOMARA CASERIO NOMARA LA HUACA PAITA PIURA, LA HUACA, PAITA, PIURA, PERU","LA HUACA, PAITA, PIURA, PERU",-4.9147723,-80.8867335,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD NOMARA, LA HUACA, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:25.585882,"Puesto de Salud Nomara, Carretera Paita - Sullana, Hacienda Cochal, Santa Rosa, Nomara, La Huaca, Paita, Piura, Perú",doctors,3.902571145185042e-05,"['-4.9148436', '-4.9147009', '-80.8868366', '-80.8866305']",-4.91477,-80.88673
,OTROS CASERIO MACACARA CASERIO MACACARA LA HUACA PAITA PIURA,,2030,,,PAITA,,1972,,,,,,PIURA,,2030,MACACARA,,LA HUACA,200505,,ACTIVO,,,ACTIVO,,,,,,,"MACACARA, LA HUACA, PAITA, PIURA, PERU","OTROS CASERIO MACACARA CASERIO MACACARA LA HUACA PAITA PIURA, LA HUACA, PAITA, PIURA, PERU","LA HUACA, PAITA, PIURA, PERU",-4.9197309,-80.8586589,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"MACACARA, LA HUACA, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:28.037825,"Macacara, Carretera Paita - Sullana, Hacienda Cochal, Santa Rosa, Nomara, La Huaca, Paita, Piura, Perú",doctors,3.902571145185042e-05,"['-4.9197809', '-4.9196809', '-80.8587089', '-80.8586089']",-4.91973,-80.85866
,OTROS PANAMERICANA S-N MARCAVELICA PANAMERICANA S-N MARCAVELICA MARCAVELICA SULLANA PIURA,,2032,,,SULLANA,,1974,,,,,,PIURA,,2032,CENTRO DE SALUD MARCAVELICA,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD MARCAVELICA, MARCAVELICA, SULLANA, PIURA, PERU","OTROS PANAMERICANA S-N MARCAVELICA PANAMERICANA S-N MARCAVELICA MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",-4.8824518,-80.7061949,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD MARCAVELICA, MARCAVELICA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:38.341742,"Centro de Salud Marcavelica, Carretera Panamericana Norte, La Bobeda, Carabobo, Marcavelica, Sullana, Piura, 20100, Perú",clinic,3.750133516437045e-05,"['-4.8826268', '-4.8822737', '-80.7063858', '-80.7060069']",-4.88245,-80.70619
