responsable,direccion,unidadejec,codigounico,idunidadejec,disa,provincia,horaatencion,id,categoria,telefeno,idred,situacion,clasificacion,departamento,inicioactividad,codigounico2,nombrerazonsocial,idautosanit,distrito,ubigeo,tipodocumentocategoria,estado,institucion,red,condicion,fecha_inspecion,tipo,numerocategoria,microred,inspecion,idmicrored,query_primary,query_secondary,query_fallback,latitude,longitude,geocode_source,geocode_confidence,geocode_level,geocode_status,geocode_notes,geocode_priority,geocode_query_used,geocode_attempts,geocode_provider,geocode_timestamp,geocode_display_name,geocode_type,geocode_importance,geocode_bbox,lat_round,lon_round
,OTROS PANAMERICANA S-N MALLARITOS PANAMERICANA S-N MALLARITOS MARCAVELICA SULLANA PIURA,,2033,,,SULLANA,,1975,,,,,,PIURA,,2033,PUESTO DE SALUD MALLARITOS,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD MALLARITOS, MARCAVELICA, SULLANA, PIURA, PERU","OTROS PANAMERICANA S-N MALLARITOS PANAMERICANA S-N MALLARITOS MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",-4.8694928,-80.718029,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD MALLARITOS, MARCAVELICA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:40.785916,"Puesto de Salud Mallaritos, Calle Lima, Garabato, Carabobo, Mallaritos, Marcavelica, Sullana, Piura, 20100, Perú",clinic,3.750133516437045e-05,"['-4.8695716', '-4.8694153', '-80.7181004', '-80.7179596']",-4.86949,-80.71803
,OTROS CASERIO MALLARES CASERIO MALLARES MARCAVELICA SULLANA PIURA,,2035,,,SULLANA,,1977,,,,,,PIURA,,2035,PUESTO DE SALUD MALLARES,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD MALLARES, MARCAVELICA, SULLANA, PIURA, PERU","OTROS CASERIO MALLARES CASERIO MALLARES MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",-4.8325148,-80.7621019,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD MALLARES, MARCAVELICA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:45.937442,"Puesto de Salud Saman, PI-105, Saman de Afuera, Patio de Saman, Samán, Marcavelica, Sullana, Piura, Perú",doctors,3.750133516437045e-05,"['-4.8326006', '-4.8322667', '-80.7622937', '-80.7619602']",-4.83251,-80.7621
,OTROS CASERIO TANGARARA CASERIO TANGARARA MARCAVELICA SULLANA PIURA,,2037,,,SULLANA,,1979,,,,,,PIURA,,2037,PUESTO DE SALUD TANGARARA,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD TANGARARA, MARCAVELICA, SULLANA, PIURA, PERU","OTROS CASERIO TANGARARA CASERIO TANGARARA MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",-4.8849926,-80.8254037,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD TANGARARA, MARCAVELICA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:55.727454,"Puesto de Salud de Tangarará, PI-535, Santa Sofía, Marcavelica, Sullana, Piura, Perú",clinic,3.750133516437045e-05,"['-4.8850426', '-4.8849426', '-80.8254537', '-80.8253537']",-4.88499,-80.8254
,OTROS CASERIO SAMAN MALLARES CASERIO SAMAN MALLARES MARCAVELICA SULLANA PIURA,,2038,,,SULLANA,,1980,,,,,,PIURA,,2038,PUESTO DE SALUD SAMAN,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAMAN, MARCAVELICA, SULLANA, PIURA, PERU","OTROS CASERIO SAMAN MALLARES CASERIO SAMAN MALLARES MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",-4.8325148,-80.7621019,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD SAMAN, MARCAVELICA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:09:58.327773,"Puesto de Salud Saman, PI-105, Saman de Afuera, Patio de Saman, Samán, Marcavelica, Sullana, Piura, Perú",doctors,3.750133516437045e-05,"['-4.8326006', '-4.8322667', '-80.7622937', '-80.7619602']",-4.83251,-80.7621
,OTROS CASERIO LA NORIA- MARCAVELICA CASERIO LA NORIA- MARCAVELICA MARCAVELICA SULLANA PIURA,,2040,,,SULLANA,,1982,,,,,,PIURA,,2040,PUESTO DE SALUD LA NORIA,,MARCAVELICA,200605,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA NORIA, MARCAVELICA, SULLANA, PIURA, PERU","OTROS CASERIO LA NORIA- MARCAVELICA CASERIO LA NORIA- MARCAVELICA MARCAVELICA SULLANA PIURA, MARCAVELICA, SULLANA, PIURA, PERU","MARCAVELICA, SULLANA, PIURA, PERU",-4.7923546,-80.7449379,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD LA NORIA, MARCAVELICA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:10.412653,"Puesto de Salud La Noria, PI-105, Saman de Afuera, Patio de Saman, Samán, Marcavelica, Sullana, Piura, Perú",clinic,3.500190737769158e-05,"['-4.7924341', '-4.7922792', '-80.7449871', '-80.7448907']",-4.79235,-80.74494
,AVENIDA AV. PANAMERICANA NORTE S/N IGNACIO ESCUDERO S/N AV. PANAMERICANA NORTE S/N IGNACIO ESCUDERO IGNACIO ESCUDERO SULLANA PIURA,,2042,,,SULLANA,,1984,,,,,,PIURA,,2042,CENTRO DE SALUD IGNACIO ESCUDERO,,IGNACIO ESCUDERO,200603,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD IGNACIO ESCUDERO, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","AVENIDA AV. PANAMERICANA NORTE S/N IGNACIO ESCUDERO S/N AV. PANAMERICANA NORTE S/N IGNACIO ESCUDERO IGNACIO ESCUDERO SULLANA PIURA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","IGNACIO ESCUDERO, SULLANA, PIURA, PERU",-4.8471958,-80.8742315,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD IGNACIO ESCUDERO, IGNACIO ESCUDERO, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:18.016195,"Centro de Salud Ignacio Escudero, PI-536, Hacienda San Cristobal, San Pedro, San Jacinto, Ignacio Escudero, Sullana, Piura, Perú",clinic,3.913710231169631e-05,"['-4.8474127', '-4.8469790', '-80.8744712', '-80.8739919']",-4.8472,-80.87423
,OTROS CASERIO SAN JUAN DE LA VIRGEN CASERIO SAN JUAN DE LA VIRGEN IGNACIO ESCUDERO SULLANA PIURA,,2043,,,SULLANA,,1985,,,,,,PIURA,,2043,PUESTO DE SALUD SAN JUAN DE LA VIRGEN,,IGNACIO ESCUDERO,200603,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAN JUAN DE LA VIRGEN, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","OTROS CASERIO SAN JUAN DE LA VIRGEN CASERIO SAN JUAN DE LA VIRGEN IGNACIO ESCUDERO SULLANA PIURA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","IGNACIO ESCUDERO, SULLANA, PIURA, PERU",-4.8439257,-80.8382833,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD SAN JUAN DE LA VIRGEN, IGNACIO ESCUDERO, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:21.305180,"Puesto de Salud San Juan de la Virgen, AV. Tupac Amaru, San Francisco, San Juan de la Virgen, San Jacinto, Ignacio Escudero, Sullana, Piura, Perú",clinic,3.913710231169631e-05,"['-4.8440146', '-4.8438462', '-80.8383749', '-80.8381925']",-4.84393,-80.83828
,OTROS CASERIO MONTELIMA CASERIO MONTELIMA IGNACIO ESCUDERO SULLANA PIURA,,2044,,,SULLANA,,1986,,,,,,PIURA,,2044,PUESTO DE SALUD MONTE LIMA,,IGNACIO ESCUDERO,200603,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD MONTE LIMA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","OTROS CASERIO MONTELIMA CASERIO MONTELIMA IGNACIO ESCUDERO SULLANA PIURA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","IGNACIO ESCUDERO, SULLANA, PIURA, PERU",-4.8608725,-80.9399291,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD MONTE LIMA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:24.600776,"Puesto de Salud Monte Lima, PI-528, San Martin, San Pedro, San Miguel, Ignacio Escudero, Sullana, Piura, Perú",clinic,3.913710231169631e-05,"['-4.8609811', '-4.8607638', '-80.9400306', '-80.9398276']",-4.86087,-80.93993
,OTROS CASERIO SANTA SOFIA CASERIO SANTA SOFIA IGNACIO ESCUDERO SULLANA PIURA,,2045,,,SULLANA,,1987,,,,,,PIURA,,2045,PUESTO DE SALUD SANTA SOFIA,,IGNACIO ESCUDERO,200603,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SANTA SOFIA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","OTROS CASERIO SANTA SOFIA CASERIO SANTA SOFIA IGNACIO ESCUDERO SULLANA PIURA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","IGNACIO ESCUDERO, SULLANA, PIURA, PERU",-4.8849926,-80.8254037,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD SANTA SOFIA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:34.931358,"Puesto de Salud de Tangarará, PI-535, Santa Sofía, Marcavelica, Sullana, Piura, Perú",clinic,3.750133516437045e-05,"['-4.8850426', '-4.8849426', '-80.8254537', '-80.8253537']",-4.88499,-80.8254
,OTROS CASERIO SAN MIGUEL CASERIO SAN MIGUEL IGNACIO ESCUDERO SULLANA PIURA,,2046,,,SULLANA,,1988,,,,,,PIURA,,2046,PUESTO DE SALUD SAN MIGUEL,,IGNACIO ESCUDERO,200603,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAN MIGUEL, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","OTROS CASERIO SAN MIGUEL CASERIO SAN MIGUEL IGNACIO ESCUDERO SULLANA PIURA, IGNACIO ESCUDERO, SULLANA, PIURA, PERU","IGNACIO ESCUDERO, SULLANA, PIURA, PERU",-4.8498601,-80.8925112,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD SAN MIGUEL, IGNACIO ESCUDERO, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:37.899732,"Puesto de Salud San Miguel, PI-528, San Martin, San Pedro, San Miguel, Ignacio Escudero, Sullana, Piura, Perú",clinic,3.913710231169631e-05,"['-4.8499723', '-4.8497480', '-80.8927054', '-80.8923169']",-4.84986,-80.89251
,CALLE CALLE BOLIVAR S/N AMOTAPE S/N CALLE BOLIVAR S/N AMOTAPE AMOTAPE PAITA PIURA,,2047,,,PAITA,,1989,,,,,,PIURA,,2047,PUESTO DE SALUD AMOTAPE,,AMOTAPE,200502,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD AMOTAPE, AMOTAPE, PAITA, PIURA, PERU","CALLE CALLE BOLIVAR S/N AMOTAPE S/N CALLE BOLIVAR S/N AMOTAPE AMOTAPE PAITA PIURA, AMOTAPE, PAITA, PIURA, PERU","AMOTAPE, PAITA, PIURA, PERU",-4.8868634,-81.0031178,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD AMOTAPE, AMOTAPE, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:43.046005,"Puesto de Salud El Tambo, Carretera Costanera II, Loma de los Perros, Amotape, Paita, Piura, Perú",clinic,3.9806973372961285e-05,"['-4.8869654', '-4.8867582', '-81.0032194', '-81.0030169']",-4.88686,-81.00312
,OTROS CASERIO EL TAMBO CASERIO EL TAMBO AMOTAPE PAITA PIURA,,2048,,,PAITA,,1990,,,,,,PIURA,,2048,PUESTO DE SALUD EL TAMBO,,AMOTAPE,200502,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD EL TAMBO, AMOTAPE, PAITA, PIURA, PERU","OTROS CASERIO EL TAMBO CASERIO EL TAMBO AMOTAPE PAITA PIURA, AMOTAPE, PAITA, PIURA, PERU","AMOTAPE, PAITA, PIURA, PERU",-4.8868634,-81.0031178,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD EL TAMBO, AMOTAPE, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:47.661479,"Puesto de Salud El Tambo, Carretera Costanera II, Loma de los Perros, Amotape, Paita, Piura, Perú",clinic,3.9806973372961285e-05,"['-4.8869654', '-4.8867582', '-81.0032194', '-81.0030169']",-4.88686,-81.00312
,CALLE CALLE CONSTITUCION S/N TAMARINDO S/N CALLE CONSTITUCION S/N TAMARINDO TAMARINDO PAITA PIURA,,2049,,,PAITA,,1991,,,,,,PIURA,,2049,CENTRO DE SALUD TAMARINDO,,TAMARINDO,200506,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD TAMARINDO, TAMARINDO, PAITA, PIURA, PERU","CALLE CALLE CONSTITUCION S/N TAMARINDO S/N CALLE CONSTITUCION S/N TAMARINDO TAMARINDO PAITA PIURA, TAMARINDO, PAITA, PIURA, PERU","TAMARINDO, PAITA, PIURA, PERU",-4.8784025,-80.971709,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD TAMARINDO, TAMARINDO, PAITA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:50.575151,"Centro de Salud Tamarindo, Calle Constitución, Sechurita, La Libertad, Tamarindo, Paita, Piura, Perú",clinic,3.885786221098676e-05,"['-4.8786504', '-4.8781390', '-80.9719786', '-80.9714422']",-4.8784,-80.97171
,CALLE CALLE MIGUEL GRAU N° 525 CALLE MIGUEL GRAU N° 525 QUERECOTILLO SULLANA PIURA,,2050,,,SULLANA,,1992,,,,,,PIURA,,2050,CENTRO DE SALUD QUERECOTILLO,,QUERECOTILLO,200607,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD QUERECOTILLO, QUERECOTILLO, SULLANA, PIURA, PERU","CALLE CALLE MIGUEL GRAU N° 525 CALLE MIGUEL GRAU N° 525 QUERECOTILLO SULLANA PIURA, QUERECOTILLO, SULLANA, PIURA, PERU","QUERECOTILLO, SULLANA, PIURA, PERU",-4.8378896,-80.6471156,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD QUERECOTILLO, QUERECOTILLO, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:53.934168,"Centro de Salud - Clas Querecotillo, Carretera Sullana - El Alamor, Jose Abdulio Rivera, Vichayal, Santa Elena Baja, Querecotillo, Sullana, Piura, Perú",clinic,3.750133516437045e-05,"['-4.8379396', '-4.8378396', '-80.6471656', '-80.6470656']",-4.83789,-80.64712
,OTROS CASERIO SAN FRANCISCO CHOCAN CASERIO SAN FRANCISCO CHOCAN QUERECOTILLO SULLANA PIURA,,2052,,,SULLANA,,1993,,,,,,PIURA,,2052,PUESTO DE SALUD SAN FRANCISCO DE CHOCAN,,QUERECOTILLO,200607,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAN FRANCISCO DE CHOCAN, QUERECOTILLO, SULLANA, PIURA, PERU","OTROS CASERIO SAN FRANCISCO CHOCAN CASERIO SAN FRANCISCO CHOCAN QUERECOTILLO SULLANA PIURA, QUERECOTILLO, SULLANA, PIURA, PERU","QUERECOTILLO, SULLANA, PIURA, PERU",-4.7852623,-80.6101357,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD SAN FRANCISCO DE CHOCAN, QUERECOTILLO, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:10:57.140952,"Puesto de Salud Puente de los Serranos, Carretera Sullana - El Alamor, Nueva Esperanza De San Francisco, Chocán, Querecotillo, Sullana, Piura, Perú",clinic,3.750133516437045e-05,"['-4.7853123', '-4.7852123', '-80.6101857', '-80.6100857']",-4.78526,-80.61014
,OTROS CASERIO PUENTE DE LOS SERRANOS CASERIO PUENTE DE LOS SERRANOS QUERECOTILLO SULLANA PIURA,,2056,,,SULLANA,,1997,,,,,,PIURA,,2056,PUESTO DE SALUD PUENTE DE LOS SERRANOS,,QUERECOTILLO,200607,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PUENTE DE LOS SERRANOS, QUERECOTILLO, SULLANA, PIURA, PERU","OTROS CASERIO PUENTE DE LOS SERRANOS CASERIO PUENTE DE LOS SERRANOS QUERECOTILLO SULLANA PIURA, QUERECOTILLO, SULLANA, PIURA, PERU","QUERECOTILLO, SULLANA, PIURA, PERU",-4.7852623,-80.6101357,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD PUENTE DE LOS SERRANOS, QUERECOTILLO, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:11:21.576535,"Puesto de Salud Puente de los Serranos, Carretera Sullana - El Alamor, Nueva Esperanza De San Francisco, Chocán, Querecotillo, Sullana, Piura, Perú",clinic,3.750133516437045e-05,"['-4.7853123', '-4.7852123', '-80.6101857', '-80.6100857']",-4.78526,-80.61014
,OTROS TRANSV. GALVEZ CON BOLOGNESI SALITRAL TRANSV. GALVEZ CON BOLOGNESI SALITRAL SALITRAL SULLANA PIURA,,2058,,,SULLANA,,1999,,,,,,PIURA,,2058,CENTRO DE SALUD SALITRAL,,SALITRAL,200608,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD SALITRAL, SALITRAL, SULLANA, PIURA, PERU","OTROS TRANSV. GALVEZ CON BOLOGNESI SALITRAL TRANSV. GALVEZ CON BOLOGNESI SALITRAL SALITRAL SULLANA PIURA, SALITRAL, SULLANA, PIURA, PERU","SALITRAL, SULLANA, PIURA, PERU",-4.8598949,-80.6836031,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD SALITRAL, SALITRAL, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:11:30.058615,"Salitral, Calle Coronel Francisco Bolognesi, Pedrera, Salitral, Sullana, Piura, 20100, Perú",clinic,3.885786221098676e-05,"['-4.8602003', '-4.8596003', '-80.6839210', '-80.6832853']",-4.85989,-80.6836
,CALLE CALLE SAN LUCAS S/N LANCONES S/N CALLE SAN LUCAS S/N LANCONES LANCONES SULLANA PIURA,,2060,,,SULLANA,,2001,,,,,,PIURA,,2060,CENTRO DE SALUD LANCONES,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD LANCONES, LANCONES, SULLANA, PIURA, PERU","CALLE CALLE SAN LUCAS S/N LANCONES S/N CALLE SAN LUCAS S/N LANCONES LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",-4.6409943,-80.5492339,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD LANCONES, LANCONES, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:11:43.324074,"Establecimiento de Salud Lancones, Carretera Sullana - El Alamor, Nueva Esperanza De San Francisco, Chocán, Lancones, Sullana, Piura, Perú",clinic,3.750133516437045e-05,"['-4.6412566', '-4.6407320', '-80.5494622', '-80.5490055']",-4.64099,-80.54923
,OTROS CASERIO EL ALAMOR - LANCONES CASERIO EL ALAMOR - LANCONES LANCONES SULLANA PIURA,,2065,,,SULLANA,,2006,,,,,,PIURA,,2065,PUESTO DE SALUD EL ALAMOR,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD EL ALAMOR, LANCONES, SULLANA, PIURA, PERU","OTROS CASERIO EL ALAMOR - LANCONES CASERIO EL ALAMOR - LANCONES LANCONES SULLANA PIURA, LANCONES, SULLANA, PIURA, PERU","LANCONES, SULLANA, PIURA, PERU",-4.7852623,-80.6101357,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD EL ALAMOR, LANCONES, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:12:14.911218,"Puesto de Salud Puente de los Serranos, Carretera Sullana - El Alamor, Nueva Esperanza De San Francisco, Chocán, Querecotillo, Sullana, Piura, Perú",clinic,3.750133516437045e-05,"['-4.7853123', '-4.7852123', '-80.6101857', '-80.6100857']",-4.78526,-80.61014
,AVENIDA AV. SAN MARTIN 17 TALARA AV. SAN MARTIN 17 TALARA PARIÑAS TALARA PIURA,,2073,,,TALARA,,2014,,,,,,PIURA,,2073,CENTRO DE SALUD JOSE ABELARDO QUINONES,,PARIÑAS,200701,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD JOSE ABELARDO QUINONES, PARIÑAS, TALARA, PIURA, PERU","AVENIDA AV. SAN MARTIN 17 TALARA AV. SAN MARTIN 17 TALARA PARIÑAS TALARA PIURA, PARIÑAS, TALARA, PIURA, PERU","PARIÑAS, TALARA, PIURA, PERU",-4.5944779,-81.255439,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD JOSE ABELARDO QUINONES, PARIÑAS, TALARA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:12:59.167735,"Centro de Salud José Abelardo Quiñones, Perú, Asentamiento Humano Luis Miguel Sánchez Cerro, Talara Alta, Talara, Pariñas, Talara, Piura, 20811, Perú",clinic,4.874265659566671e-05,"['-4.5945895', '-4.5943823', '-81.2555671', '-81.2553110']",-4.59448,-81.25544
,AVENIDA AVENIDA GRAU S/N EXPOLICLINICO PETROPERU S/N AVENIDA GRAU S/N EXPOLICLINICO PETROPERU PARIÑAS TALARA PIURA,,2074,,,TALARA,,2015,,,,,,PIURA,,2074,CENTRO DE SALUD TALARA II,,PARIÑAS,200701,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD TALARA II, PARIÑAS, TALARA, PIURA, PERU","AVENIDA AVENIDA GRAU S/N EXPOLICLINICO PETROPERU S/N AVENIDA GRAU S/N EXPOLICLINICO PETROPERU PARIÑAS TALARA PIURA, PARIÑAS, TALARA, PIURA, PERU","PARIÑAS, TALARA, PIURA, PERU",-4.5786801,-81.2717819,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD TALARA II, PARIÑAS, TALARA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:13:02.436372,"Centro de Salud Talara II, Avenida Miguel Grau, Los Pinos, Villa Aeronáutica, San Pedro, Talara, Pariñas, Talara, Piura, 20811, Perú",clinic,4.874265659566671e-05,"['-4.5790845', '-4.5781708', '-81.2722873', '-81.2712782']",-4.57868,-81.27178
,OTROS URB. SUD AMERICA D-14 TALARA URB. SUD AMERICA D-14 TALARA LA BREA TALARA PIURA,,2075,,,TALARA,,2016,,,,,,PIURA,,2075,CENTRO DE SALUD NEGRITOS,,LA BREA,200703,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD NEGRITOS, LA BREA, TALARA, PIURA, PERU","OTROS URB. SUD AMERICA D-14 TALARA URB. SUD AMERICA D-14 TALARA LA BREA TALARA PIURA, LA BREA, TALARA, PIURA, PERU","LA BREA, TALARA, PIURA, PERU",-4.6583979,-81.304085,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD NEGRITOS, LA BREA, TALARA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:13:05.781575,"Centro de Salud Negritos, Avenida Alejandro Taboada, San Cristóbal Bajo, Belco, Caleta San Pablo, Negritos, La Brea, Talara, Piura, Perú",clinic,4.874265659566671e-05,"['-4.6585977', '-4.6582003', '-81.3042227', '-81.3039417']",-4.6584,-81.30408
,OTROS LAMBAYEQUE S/N NEGRITOS S/N LAMBAYEQUE S/N NEGRITOS LA BREA TALARA PIURA,,2076,,,TALARA,,2017,,,,,,PIURA,,2076,PUESTO DE SALUD SAN PABLO,,LA BREA,200703,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAN PABLO, LA BREA, TALARA, PIURA, PERU","OTROS LAMBAYEQUE S/N NEGRITOS S/N LAMBAYEQUE S/N NEGRITOS LA BREA TALARA PIURA, LA BREA, TALARA, PIURA, PERU","LA BREA, TALARA, PIURA, PERU",-4.6649291,-81.3106373,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD SAN PABLO, LA BREA, TALARA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:13:08.922661,"Puesto de Salud San Pablo, Avenida José Gálvez, Villa Hermosa, Belco, Caleta San Pablo, Negritos, La Brea, Talara, Piura, Perú",clinic,4.874265659566671e-05,"['-4.6650196', '-4.6648388', '-81.3107189', '-81.3105558']",-4.66493,-81.31064
,OTROS BARRIO PRIMAVERA A- 100 LOBITOS BARRIO PRIMAVERA A- 100 LOBITOS LOBITOS TALARA PIURA,,2077,,,TALARA,,2018,,,,,,PIURA,,2077,PUESTO DE SALUD LOBITOS,,LOBITOS,200704,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LOBITOS, LOBITOS, TALARA, PIURA, PERU","OTROS BARRIO PRIMAVERA A- 100 LOBITOS BARRIO PRIMAVERA A- 100 LOBITOS LOBITOS TALARA PIURA, LOBITOS, TALARA, PIURA, PERU","LOBITOS, TALARA, PIURA, PERU",-4.4565304,-81.2749705,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD LOBITOS, LOBITOS, TALARA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:13:11.942515,"Puesto de Salud Lobitos, PI-507, Barrio Primavera, Nuevo Lobitos, Lobitos, Talara, Piura, Perú",clinic,4.874265659566671e-05,"['-4.4566591', '-4.4563966', '-81.2751167', '-81.2748243']",-4.45653,-81.27497
