responsable,direccion,unidadejec,codigounico,idunidadejec,disa,provincia,horaAtencion,id,categoria,telefeno,idred,situacion,clasificacion,departamento,inicioActividad,codigounico2,nombrerazonsocial,idautosanit,distrito,ubigeo,tipoDocumentoCategoria,estado,institucion,red,condicion,fecha_inspecion,tipo,numeroCategoria,microred,inspecion,idmicrored
,OTROS CASERIO CP5 CASERIO CP5 LAS LOMAS PIURA PIURA ,,00007173,,,PIURA,,6954,,,,,,PIURA,,00007173,PUESTO DE SALUD CP-5,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CENTRO POBLADO GIGANTE CENTRO POBLADO GIGANTE AYABACA AYABACA PIURA ,,00007320,,,AYABACA,,7095,,,,,,PIURA,,00007320,PUESTO DE SALUD GIGANTE,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,AVENIDA AV. FELIPE SANTIAGO SALAVERRY TALARA AV. FELIPE SANTIAGO SALAVERRY TALARA PARIÑAS TALARA PIURA ,,00007718,,,TALARA,,7211,,,,,,PIURA,,00007718,PUESTO DE SALUD FELIPE SANTIAGO SALAVERRY,,PARIÑAS,200701,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO BLAS -LANCONES CASERIO BLAS -LANCONES LANCONES SULLANA PIURA ,,00007721,,,SULLANA,,7214,,,,,,PIURA,,00007721,PUESTO DE SALUD BLAS,,LANCONES,200604,,ACTIVO,,,ACTIVO,,,,,,
,CALLE CALLE RODRIGUEZ N° 284 CALLE RODRIGUEZ N° 284 QUERECOTILLO SULLANA PIURA ,,00010418,,,SULLANA,,10381,,,,,,PIURA,,00010418,CENTRO DE INVESTIGACIÓN Y CAPACITACION EN ENTOMOLOGIA - CICE.,,QUERECOTILLO,200607,,ACTIVO,,,ACTIVO,,,,,,
,OTROS TRANSVERSAL TUMBES S/N S/N TRANSVERSAL TUMBES S/N SULLANA SULLANA PIURA ,,00010422,,,SULLANA,,10393,,,,,,PIURA,,00010422,LABORATORIO REFERENCIAL DE SALUD LUCIANO CASTILLO COLONNA,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO PICHONES BAJO-LAS LOMAS CASERIO PICHONES BAJO-LAS LOMAS LAS LOMAS PIURA PIURA ,,00010421,,,PIURA,,10398,,,,,,PIURA,,00010421,PUESTO DE SALUD PICHONES BAJO,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,
,OTROS COMUNIDAD CAMPESIAN DE JORAS COMUNIDAD CAMPESIAN DE JORAS AYABACA AYABACA PIURA ,,00010726,,,AYABACA,,10711,,,,,,PIURA,,00010726,PUESTO DE SALUD JORAS,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS COMUNIDAD CAMPESINA SOCCHABAMBA COMUNIDAD CAMPESINA SOCCHABAMBA AYABACA AYABACA PIURA ,,00010727,,,AYABACA,,10718,,,,,,PIURA,,00010727,PUESTO DE SALUD SOCCHABAMBA,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO SAUSAL DEL QUIROZ - AYABACA CASERIO SAUSAL DEL QUIROZ - AYABACA AYABACA AYABACA PIURA ,,00018426,,,AYABACA,,18079,,,,,,PIURA,,00018426,PUESTO DE SALUD SAUSAL DEL QUIROZ,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO HUALCUY - AYABACA CASERIO HUALCUY - AYABACA AYABACA AYABACA PIURA ,,00019125,,,AYABACA,,18716,,,,,,PIURA,,00019125,PUESTO DE SALUD HUALCUY,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO ANIA - AYABACA CASERIO ANIA - AYABACA AYABACA AYABACA PIURA ,,00019836,,,AYABACA,,19445,,,,,,PIURA,,00019836,PUESTO SALUD ANIA,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO RODEOPAMPA - AYABACA CASERIO RODEOPAMPA - AYABACA AYABACA AYABACA PIURA ,,00019837,,,AYABACA,,19448,,,,,,PIURA,,00019837,PUESTO DE SALUD RODEOPAMPA,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO HUILCO - AYABACA CASERIO HUILCO - AYABACA AYABACA AYABACA PIURA ,,00019844,,,AYABACA,,19450,,,,,,PIURA,,00019844,PUESTO DE SALUD HUILCO,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,CARRETERA PANAMERICANA  NORTE  PIURA  A  SULLANA 21 CARRETERA  PIURA  A  SULLANA SULLANA SULLANA PIURA ,,00024065,,,SULLANA,,22701,,,,,,PIURA,,00024065,PUESTO DE SALUD CIENEGUILLO SUR ALTO,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,
,OTROS ASENTAMIENTO HUMANO JUAN VALER SANDOVAL S/N CH 01 ASENTAMIENTO HUMANO JUAN VALER SANDOVAL DE PAITA PAITA PAITA PIURA ,,00024958,,,PAITA,,23544,,,,,,PIURA,,00024958,"CENTRO DE SALUD ""JUAN VALER SANDOVAL""",,PAITA,200501,,ACTIVO,,,ACTIVO,,,,,,
,CALLE SECTOR A E 12 NUEVA ESPERANZA CERCA AL CENTRO DE SALUD DE NUEVO  SULLANA SULLANA SULLANA PIURA ,,00024988,,,SULLANA,,23749,,,,,,PIURA,,00024988,"CENTRO DE SALUD MENTAL COMUNITARIO  ""JESÚS REDENTOR""",,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,
,CALLE SECTOR A e 12 BELLAVISTA SULLANA PIURA ,,00025214,,,SULLANA,,23752,,,,,,PIURA,,00025214,"CENTRO DE SALUD MENTAL COMUNITARIO ""MADRE DEL PERPETUO SOCORRO""",,BELLAVISTA,200602,,ACTIVO,,,ACTIVO,,,,,,
,CAMINO AFIRMADO ASENTAMIENTO HUMANO  ALAN  GARCIA MZ. 29 29 1 Ex  Hospital  Las  Mercedes  de  Paita PAITA PAITA PIURA ,,00025892,,,PAITA,,24365,,,,,,PIURA,,00025892,CENTRO DE SALUD MENTAL COMUNITARIO SAN ALFONSO,,PAITA,200501,,ACTIVO,,,ACTIVO,,,,,,
,JIRÓN SALITRAL SN 1 AL COSTADO DEL COLISEO TAMBO GRANDE PIURA PIURA ,,00027663,,,PIURA,,26189,,,,,,PIURA,,00027663,"CENTRO DE SALUD MENTAL COMUNITARIO ""SAN GERARDO""",,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,
,AVENIDA A 514 1 1 TALARA  ALTA ANTES DE LLEGAR AL PEAJE DE TALARA PARIÑAS TALARA PIURA ,,00028678,,,TALARA,,27202,,,,,,PIURA,,00028678,"CENTRO DE SALUD MENTAL COMUNITARIO ""SAN CLEMENTE""",,PARIÑAS,200701,,ACTIVO,,,ACTIVO,,,,,,
,"OTROS COMUNIDAD CAMPESINA DE CHOCAN, SECTOR TABLAS - AYABACA S/N CARRETERA ENTRE HUACHUMA Y TABLAS AYABACA AYABACA PIURA ",,00028663,,,AYABACA,,27207,,,,,,PIURA,,00028663,PUESTO DE SALUD TABLAS,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
,OTROS ASENTAMIENTO HUMANO CIUDAD ROJA S2 08 ASENTAMIENTO HUMANO CIUDAD  ROJA PAITA PAITA PIURA ,,00028853,,,PAITA,,27509,,,,,,PIURA,,00028853,HOGAR PROTEGIDO,,PAITA,200501,,ACTIVO,,,ACTIVO,,,,,,
,AVENIDA FERNANDO BELAUNDE TERRY P 3 CARRETERA AYABACA PAIMAS AYABACA PIURA ,,00031459,,,AYABACA,,29832,,,,,,PIURA,,00031459,"CENTRO  DE SALUD MENTAL COMUNITARIO ""EL BUEN SAMARITANO""",,PAIMAS,200207,,ACTIVO,,,ACTIVO,,,,,,
,CALLE RODRIGUEZ 31 1 CERCA AL CENTRO DE SALUD QUERECOTILLO SULLANA PIURA ,,00031452,,,SULLANA,,29833,,,,,,PIURA,,00031452,"CENTRO DE SALUD MENTAL COMUNITARIO ""SEÑOR DE CHOCAN""",,QUERECOTILLO,200607,,ACTIVO,,,ACTIVO,,,,,,
,CAMINO AFIRMADO NUEVA ESPERANZA LL 22 URBANIZACION POPULAR  NUEVA ESPERANZA SULLANA SULLANA PIURA ,,00031453,,,SULLANA,,29834,,,,,,PIURA,,00031453,HOGAR PROTEGIDO DE SULLANA,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO EL CONVENTO - MALINGAS ALTO TAMBO GRANDE PIURA PIURA ,,00033302,,,PIURA,,31748,,,,,,PIURA,,00033302,PUESTO DE SALUD EL CONVENTO,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,
,"OTROS COMUNIDAD CAMPESINA ""VIRGEN DEL ROSARIO"" PILLO - SECTOR CANALES SAPILLICA AYABACA PIURA ",,00033304,,,AYABACA,,31749,,,,,,PIURA,,00033304,PUESTO DE SALUD CANALES,,SAPILLICA,200208,,ACTIVO,,,ACTIVO,,,,,,
,OTROS CASERIO ARRENDAMIENTOS LAGUNAS AYABACA PIURA ,,00033303,,,AYABACA,,31750,,,,,,PIURA,,00033303,PUESTO DE SALUD ARRENDAMIENTOS,,LAGUNAS,200204,,ACTIVO,,,ACTIVO,,,,,,
,AVENIDA CACERES 109 FRENTE  A  LA  COMISARIA AYABACA AYABACA PIURA ,,00035130,,,AYABACA,,33193,,,,,,PIURA,,00035130,"CENTRO DE SALUD MENTAL COMUNITARIO ""SEÑOR CAUTIVO DE AYABACA""",,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,
