responsable,direccion,unidadejec,codigounico,idunidadejec,disa,provincia,horaatencion,id,categoria,telefeno,idred,situacion,clasificacion,departamento,inicioactividad,codigounico2,nombrerazonsocial,idautosanit,distrito,ubigeo,tipodocumentocategoria,estado,institucion,red,condicion,fecha_inspecion,tipo,numerocategoria,microred,inspecion,idmicrored,query_primary,query_secondary,query_fallback,latitude,longitude,geocode_source,geocode_confidence,geocode_level,geocode_status,geocode_notes,geocode_priority,geocode_query_used,geocode_attempts,geocode_provider,geocode_timestamp,geocode_display_name,geocode_type,geocode_importance,geocode_bbox
,JIRÓN SINCHI ROCA JR. INTY RAYMI SINCHI ROCA JR. INTY RAYMI TAMBO GRANDE PIURA PIURA,,1987,,,PIURA,,1929,,,,,,PIURA,,1987,PUESTO DE SALUD SINCHI ROCA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SINCHI ROCA, TAMBO GRANDE, PIURA, PIURA, PERU","JIRÓN SINCHI ROCA JR. INTY RAYMI SINCHI ROCA JR. INTY RAYMI TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.8903579,-80.4146409,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD SINCHI ROCA, TAMBO GRANDE, PIURA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:06:17.384680,"Puesto de Salud Chica Alta, Carretera Panamericana Norte, Atahualpa, Huascar, Tambo Grande, Piura, Perú",clinic,3.913710231169631e-05,"['-4.8904079', '-4.8903079', '-80.4146909', '-80.4145909']"
,OTROS CASERIO LAS MONICAS CASERIO LAS MONICAS TAMBO GRANDE PIURA PIURA,,1988,,,PIURA,,1930,,,,,,PIURA,,1988,PUESTO DE SALUD LAS MONICAS,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LAS MONICAS, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO LAS MONICAS CASERIO LAS MONICAS TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9297532,-80.2832763,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD LAS MONICAS, TAMBO GRANDE, PIURA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:06:20.187849,"Puesto de Salud Las Monicas, Caserio Las Monicas, Tambo Grande, Piura, Perú",clinic,3.913710231169631e-05,"['-4.9298032', '-4.9297032', '-80.2833263', '-80.2832263']"
,OTROS CASERIO PEDREGAL - TAMBOGRANDE CASERIO PEDREGAL - TAMBOGRANDE TAMBO GRANDE PIURA PIURA,,1989,,,PIURA,,1931,,,,,,PIURA,,1989,PUESTO DE SALUD PEDREGAL,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PEDREGAL, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO PEDREGAL - TAMBOGRANDE CASERIO PEDREGAL - TAMBOGRANDE TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9150244,-80.3561593,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"TAMBO GRANDE, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:06:25.606775,"Tambo Grande, Piura, Perú",administrative,0.3728855590490345,"['-5.1472871', '-4.6832285', '-80.6299550', '-80.0768047']"
,OTROS CASERIO PALOMINOS CASERIO PALOMINOS TAMBO GRANDE PIURA PIURA,,1990,,,PIURA,,1932,,,,,,PIURA,,1990,PUESTO DE SALUD PALOMINOS,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PALOMINOS, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO PALOMINOS CASERIO PALOMINOS TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9150244,-80.3561593,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"TAMBO GRANDE, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:06:30.985656,"Tambo Grande, Piura, Perú",administrative,0.3728855590490345,"['-5.1472871', '-4.6832285', '-80.6299550', '-80.0768047']"
,OTROS CASERIO LLOQUE YUPANQUI CASERIO LLOQUE YUPANQUI TAMBO GRANDE PIURA PIURA,,1991,,,PIURA,,1933,,,,,,PIURA,,1991,PUESTO DE SALUD LLOQUE YUPANQUI,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LLOQUE YUPANQUI, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO LLOQUE YUPANQUI CASERIO LLOQUE YUPANQUI TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9150244,-80.3561593,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"TAMBO GRANDE, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:06:36.172687,"Tambo Grande, Piura, Perú",administrative,0.3728855590490345,"['-5.1472871', '-4.6832285', '-80.6299550', '-80.0768047']"
,CALLE EL PORVENIR - HUALTACO III S/N CASERIO EL PORVENIR TAMBO GRANDE PIURA PIURA,,1992,,,PIURA,,1934,,,,,,PIURA,,1992,PUESTO DE SALUD EL PORVENIR,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD EL PORVENIR, TAMBO GRANDE, PIURA, PIURA, PERU","CALLE EL PORVENIR - HUALTACO III S/N CASERIO EL PORVENIR TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9150244,-80.3561593,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"TAMBO GRANDE, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:06:41.932660,"Tambo Grande, Piura, Perú",administrative,0.3728855590490345,"['-5.1472871', '-4.6832285', '-80.6299550', '-80.0768047']"
,OTROS CASERIO YAHUAR HUACA CASERIO YAHUAR HUACA TAMBO GRANDE PIURA PIURA,,1993,,,PIURA,,1935,,,,,,PIURA,,1993,PUESTO SALUD YAHUAR HUACA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO SALUD YAHUAR HUACA, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO YAHUAR HUACA CASERIO YAHUAR HUACA TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9150244,-80.3561593,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"TAMBO GRANDE, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:06:47.952502,"Tambo Grande, Piura, Perú",administrative,0.3728855590490345,"['-5.1472871', '-4.6832285', '-80.6299550', '-80.0768047']"
,OTROS CASERIO OCOTO ALTO CASERIO OCOTO ALTO TAMBO GRANDE PIURA PIURA,,1994,,,PIURA,,1936,,,,,,PIURA,,1994,PUESTO DE SALUD OCOTO ALTO,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD OCOTO ALTO, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO OCOTO ALTO CASERIO OCOTO ALTO TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9150244,-80.3561593,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"TAMBO GRANDE, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:06:54.512632,"Tambo Grande, Piura, Perú",administrative,0.3728855590490345,"['-5.1472871', '-4.6832285', '-80.6299550', '-80.0768047']"
,OTROS CASERIO PROGRESO BAJO CASERIO PROGRESO BAJO TAMBO GRANDE PIURA PIURA,,1995,,,PIURA,,1937,,,,,,PIURA,,1995,PUESTO DE SALUD PROGRESO BAJO,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PROGRESO BAJO, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO PROGRESO BAJO CASERIO PROGRESO BAJO TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9150244,-80.3561593,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"TAMBO GRANDE, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:07:00.754447,"Tambo Grande, Piura, Perú",administrative,0.3728855590490345,"['-5.1472871', '-4.6832285', '-80.6299550', '-80.0768047']"
,OTROS CENTRO POBLADO CP-3 CENTRO POBLADO CP-3 TAMBO GRANDE PIURA PIURA,,1996,,,PIURA,,1938,,,,,,PIURA,,1996,CP3 - SAN MARTIN,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"CP3 - SAN MARTIN, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CENTRO POBLADO CP-3 CENTRO POBLADO CP-3 TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.8426429,-80.3421110,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CP3 - SAN MARTIN, TAMBO GRANDE, PIURA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:07:04.067762,"Cp3-San Martin, PI-612, San Martin CP-3 Hualtaco I, Tambo Grande, Piura, Perú",clinic,3.913710231169631e-05,"['-4.8426929', '-4.8425929', '-80.3421610', '-80.3420610']"
,OTROS CASERIO CP4 DISTRITO TAMBO GRANDE PROVINCIA PIURA DEPARTAMENTO PIURA,,1997,,,PIURA,,1939,,,,,,PIURA,,1997,PUESTO DE SALUD CP4,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CP4, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO CP4 DISTRITO TAMBO GRANDE PROVINCIA PIURA DEPARTAMENTO PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9150244,-80.3561593,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"TAMBO GRANDE, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:07:10.242556,"Tambo Grande, Piura, Perú",administrative,0.3728855590490345,"['-5.1472871', '-4.6832285', '-80.6299550', '-80.0768047']"
,OTROS CASERIO GUARAGUAOS CASERIO GUARAGUAOS TAMBO GRANDE PIURA PIURA,,1998,,,PIURA,,1940,,,,,,PIURA,,1998,PUESTO DE SALUD GUARAGUAOS,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD GUARAGUAOS, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO GUARAGUAOS CASERIO GUARAGUAOS TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9150244,-80.3561593,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"TAMBO GRANDE, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:07:16.009004,"Tambo Grande, Piura, Perú",administrative,0.3728855590490345,"['-5.1472871', '-4.6832285', '-80.6299550', '-80.0768047']"
,AVENIDA AV. INTERNACIONAL S/N CENTRO POBLADO LA GREDA NUEVA S/N AV. INTERNACIONAL S/N CENTRO POBLADO LA GREDA NUEVA TAMBO GRANDE PIURA PIURA,,1999,,,PIURA,,1941,,,,,,PIURA,,1999,PUESTO DE SALUD LA GREDA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA GREDA, TAMBO GRANDE, PIURA, PIURA, PERU","AVENIDA AV. INTERNACIONAL S/N CENTRO POBLADO LA GREDA NUEVA S/N AV. INTERNACIONAL S/N CENTRO POBLADO LA GREDA NUEVA TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9150244,-80.3561593,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"TAMBO GRANDE, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:07:22.702709,"Tambo Grande, Piura, Perú",administrative,0.3728855590490345,"['-5.1472871', '-4.6832285', '-80.6299550', '-80.0768047']"
,OTROS CASERIO LA RITA - TAMBOGRANDE CASERIO LA RITA - TAMBOGRANDE TAMBO GRANDE PIURA PIURA,,2000,,,PIURA,,1942,,,,,,PIURA,,2000,PUESTO SALUD LA RITA,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO SALUD LA RITA, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO LA RITA - TAMBOGRANDE CASERIO LA RITA - TAMBOGRANDE TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9150244,-80.3561593,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"TAMBO GRANDE, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:07:28.842795,"Tambo Grande, Piura, Perú",administrative,0.3728855590490345,"['-5.1472871', '-4.6832285', '-80.6299550', '-80.0768047']"
,OTROS TRANSVERSAL LUCIANO CASTILLO COLONNA S/N A.H ESTEBAN PAULETICH BELLAVISTA S/N TRANSVERSAL LUCIANO CASTILLO COLONNA S/N A.H ESTEBAN PAULETICH BELLAVISTA BELLAVISTA SULLANA PIURA,,2001,,,SULLANA,,1943,,,,,,PIURA,,2001,CENTRO DE SALUD BELLAVISTA,,BELLAVISTA,200602,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD BELLAVISTA, BELLAVISTA, SULLANA, PIURA, PERU","OTROS TRANSVERSAL LUCIANO CASTILLO COLONNA S/N A.H ESTEBAN PAULETICH BELLAVISTA S/N TRANSVERSAL LUCIANO CASTILLO COLONNA S/N A.H ESTEBAN PAULETICH BELLAVISTA BELLAVISTA SULLANA PIURA, BELLAVISTA, SULLANA, PIURA, PERU","BELLAVISTA, SULLANA, PIURA, PERU",-4.8844701,-80.6714142,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD BELLAVISTA, BELLAVISTA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:07:32.282772,"Centro de Salud Bellavista, Calle Transversal Luis Paredes, Nueva Esperanza, Sullana, Bellavista, Sullana, Piura, 20100, Perú",clinic,3.945601586933727e-05,"['-4.8847889', '-4.8841514', '-80.6717152', '-80.6711132']"
,OTROS SOMATE SOMATE SULLANA SULLANA PIURA,,2002,,,SULLANA,,1944,,,,,,PIURA,,2002,PUESTO DE SALUD SOMATE CENTRO DE SERVICIOS,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SOMATE CENTRO DE SERVICIOS, SULLANA, SULLANA, PIURA, PERU","OTROS SOMATE SOMATE SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.8900643,-80.6873604,NOMINATIM,LOW,FALLBACK,SUCCESS,,PRIMARY,"SULLANA, SULLANA, PIURA, PERU",3,NOMINATIM,2026-05-16T03:07:42.126594,"Sullana, Piura, 20100, Perú",city,0.43133189964742946,"['-5.0500643', '-4.7300643', '-80.8473604', '-80.5273604']"
,OTROS HUANGALA HUANGALA SULLANA SULLANA PIURA,,2003,,,SULLANA,,1945,,,,,,PIURA,,2003,PUESTO SALUD DE HUANGALA,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO SALUD DE HUANGALA, SULLANA, SULLANA, PIURA, PERU","OTROS HUANGALA HUANGALA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.8900643,-80.6873604,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SULLANA, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:07:47.634901,"Sullana, Piura, 20100, Perú",city,0.43133189964742946,"['-5.0500643', '-4.7300643', '-80.8473604', '-80.5273604']"
,OTROS CHALACALA CHALACALA SULLANA SULLANA PIURA,,2004,,,SULLANA,,1946,,,,,,PIURA,,2004,PUESTO DE SALUD CHALACALA BAJA,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CHALACALA BAJA, SULLANA, SULLANA, PIURA, PERU","OTROS CHALACALA CHALACALA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.8900643,-80.6873604,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SULLANA, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:07:52.586925,"Sullana, Piura, 20100, Perú",city,0.43133189964742946,"['-5.0500643', '-4.7300643', '-80.8473604', '-80.5273604']"
,"OTROS CASERIO STA, ROSA DE PIEDRA RODADA CASERIO STA, ROSA DE PIEDRA RODADA SULLANA SULLANA PIURA",,2005,,,SULLANA,,1947,,,,,,PIURA,,2005,PUESTO DE SALUD STA. ROSA DE PIEDRA RODADA,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD STA. ROSA DE PIEDRA RODADA, SULLANA, SULLANA, PIURA, PERU","OTROS CASERIO STA, ROSA DE PIEDRA RODADA CASERIO STA, ROSA DE PIEDRA RODADA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.8900643,-80.6873604,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SULLANA, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:07:57.857760,"Sullana, Piura, 20100, Perú",city,0.43133189964742946,"['-5.0500643', '-4.7300643', '-80.8473604', '-80.5273604']"
,OTROS SOMATE BAJO SOMATE BAJO SULLANA SULLANA PIURA,,2006,,,SULLANA,,1948,,,,,,PIURA,,2006,PUESTO DE SALUD SOMATE BAJO,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SOMATE BAJO, SULLANA, SULLANA, PIURA, PERU","OTROS SOMATE BAJO SOMATE BAJO SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.8900643,-80.6873604,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SULLANA, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:08:02.599893,"Sullana, Piura, 20100, Perú",city,0.43133189964742946,"['-5.0500643', '-4.7300643', '-80.8473604', '-80.5273604']"
,OTROS SAN VICENTE DE PIEDRA RODADA SAN VICENTE DE PIEDRA RODADA SULLANA SULLANA PIURA,,2007,,,SULLANA,,1949,,,,,,PIURA,,2007,PUESTO DE SALUD SAN VICENTE-PIEDRA RODADA,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAN VICENTE-PIEDRA RODADA, SULLANA, SULLANA, PIURA, PERU","OTROS SAN VICENTE DE PIEDRA RODADA SAN VICENTE DE PIEDRA RODADA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.8900643,-80.6873604,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SULLANA, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:08:07.817848,"Sullana, Piura, 20100, Perú",city,0.43133189964742946,"['-5.0500643', '-4.7300643', '-80.8473604', '-80.5273604']"
,OTROS SOMATE ALTO S/N BELLAVISTA S/N SOMATE ALTO S/N BELLAVISTA SULLANA SULLANA PIURA,,2008,,,SULLANA,,1950,,,,,,PIURA,,2008,PUESTO DE SALUD SOMATE ALTO,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SOMATE ALTO, SULLANA, SULLANA, PIURA, PERU","OTROS SOMATE ALTO S/N BELLAVISTA S/N SOMATE ALTO S/N BELLAVISTA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.8900643,-80.6873604,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SULLANA, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:08:13.123814,"Sullana, Piura, 20100, Perú",city,0.43133189964742946,"['-5.0500643', '-4.7300643', '-80.8473604', '-80.5273604']"
,AVENIDA CENTRO POBLADO EL CUCHO AV. LATINA S/N S/N CENTRO POBLADO EL CUCHO AV. LATINA S/N SULLANA SULLANA PIURA,,2009,,,SULLANA,,1951,,,,,,PIURA,,2009,PUESTO DE SALUD EL CUCHO,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD EL CUCHO, SULLANA, SULLANA, PIURA, PERU","AVENIDA CENTRO POBLADO EL CUCHO AV. LATINA S/N S/N CENTRO POBLADO EL CUCHO AV. LATINA S/N SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.8900643,-80.6873604,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SULLANA, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:08:18.417273,"Sullana, Piura, 20100, Perú",city,0.43133189964742946,"['-5.0500643', '-4.7300643', '-80.8473604', '-80.5273604']"
,OTROS CASERIO JOSE OLAYA CASERIO JOSE OLAYA SULLANA SULLANA PIURA,,2010,,,SULLANA,,1952,,,,,,PIURA,,2010,PUESTO DE SALUD JOSE OLAYA,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD JOSE OLAYA, SULLANA, SULLANA, PIURA, PERU","OTROS CASERIO JOSE OLAYA CASERIO JOSE OLAYA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.8900643,-80.6873604,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SULLANA, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:08:23.619846,"Sullana, Piura, 20100, Perú",city,0.43133189964742946,"['-5.0500643', '-4.7300643', '-80.8473604', '-80.5273604']"
,OTROS PARIÑAS S/N. SANTA TERESITA S/N PARIÑAS S/N. SANTA TERESITA SULLANA SULLANA PIURA,,2011,,,SULLANA,,1953,,,,,,PIURA,,2011,CENTRO DE SALUD SANTA TERESITA,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD SANTA TERESITA, SULLANA, SULLANA, PIURA, PERU","OTROS PARIÑAS S/N. SANTA TERESITA S/N PARIÑAS S/N. SANTA TERESITA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.9004509,-80.6777636,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD SANTA TERESITA, SULLANA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:08:26.177428,"Establecimiento de Salud Santa Teresita, Calle Félix Jaramillo, Asentamiento Humano 9 de Octubre, Sullana, Piura, 20100, Perú",clinic,4.886778057521961e-05,"['-4.9008563', '-4.9000456', '-80.6779909', '-80.6775363']"
,OTROS LOS LAURELES S/N VILLA PRIMAVERA S/N LOS LAURELES S/N VILLA PRIMAVERA SULLANA SULLANA PIURA,,2012,,,SULLANA,,1954,,,,,,PIURA,,2012,"CENTRO DE SALUD ""VILLA PRIMAVERA""",,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD ""VILLA PRIMAVERA"", SULLANA, SULLANA, PIURA, PERU","OTROS LOS LAURELES S/N VILLA PRIMAVERA S/N LOS LAURELES S/N VILLA PRIMAVERA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.9048030,-80.7106523,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD ""VILLA PRIMAVERA"", SULLANA, SULLANA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:08:28.903564,"Establecimiento de Salud Villa Primavera, Calle Los Algarrobos, Asentamiento Humano Villa Primavera, Nuevo Sullana, Sullana, Piura, 20100, Perú",clinic,4.886778057521961e-05,"['-4.9050792', '-4.9045674', '-80.7108711', '-80.7104373']"
,OTROS VICHAYAL Nº1101 NUEVE DE OCTUBRE VICHAYAL Nº1101 NUEVE DE OCTUBRE SULLANA SULLANA PIURA,,2013,,,SULLANA,,1955,,,,,,PIURA,,2013,CENTRO DE SALUD NUEVE DE OCTUBRE,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD NUEVE DE OCTUBRE, SULLANA, SULLANA, PIURA, PERU","OTROS VICHAYAL Nº1101 NUEVE DE OCTUBRE VICHAYAL Nº1101 NUEVE DE OCTUBRE SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.8900643,-80.6873604,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SULLANA, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:08:34.083415,"Sullana, Piura, 20100, Perú",city,0.43133189964742946,"['-5.0500643', '-4.7300643', '-80.8473604', '-80.5273604']"
,OTROS ASENTAMIENTO HUMANO EL OBRERO ASENTAMIENTO HUMANO EL OBRERO SULLANA SULLANA PIURA,,2014,,,SULLANA,,1956,,,,,,PIURA,,2014,CENTRO DE SALUD EL OBRERO,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD EL OBRERO, SULLANA, SULLANA, PIURA, PERU","OTROS ASENTAMIENTO HUMANO EL OBRERO ASENTAMIENTO HUMANO EL OBRERO SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.8900643,-80.6873604,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SULLANA, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:08:39.134223,"Sullana, Piura, 20100, Perú",city,0.43133189964742946,"['-5.0500643', '-4.7300643', '-80.8473604', '-80.5273604']"
,OTROS CASERIO CIENEGUILLO CENTRO CASERIO CIENEGUILLO CENTRO SULLANA SULLANA PIURA,,2015,,,SULLANA,,1957,,,,,,PIURA,,2015,PUESTO DE SALUD CIENEGUILLO CENTRO,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CIENEGUILLO CENTRO, SULLANA, SULLANA, PIURA, PERU","OTROS CASERIO CIENEGUILLO CENTRO CASERIO CIENEGUILLO CENTRO SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.8900643,-80.6873604,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SULLANA, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:08:43.882579,"Sullana, Piura, 20100, Perú",city,0.43133189964742946,"['-5.0500643', '-4.7300643', '-80.8473604', '-80.5273604']"
