responsable,direccion,unidadejec,codigounico,idunidadejec,disa,provincia,horaatencion,id,categoria,telefeno,idred,situacion,clasificacion,departamento,inicioactividad,codigounico2,nombrerazonsocial,idautosanit,distrito,ubigeo,tipodocumentocategoria,estado,institucion,red,condicion,fecha_inspecion,tipo,numerocategoria,microred,inspecion,idmicrored,query_primary,query_secondary,query_fallback,latitude,longitude,geocode_source,geocode_confidence,geocode_level,geocode_status,geocode_notes,geocode_priority,geocode_query_used,geocode_attempts,geocode_provider,geocode_timestamp,geocode_display_name,geocode_type,geocode_importance,geocode_bbox
,OTROS CASERÍO GICLAS - AYABACA CASERÍO GICLAS - AYABACA AYABACA AYABACA PIURA,,1931,,,AYABACA,,1873,,,,,,PIURA,,1931,PUESTO DE SALUD GICLAS,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD GICLAS, AYABACA, AYABACA, PIURA, PERU","OTROS CASERÍO GICLAS - AYABACA CASERÍO GICLAS - AYABACA AYABACA AYABACA PIURA, AYABACA, AYABACA, PIURA, PERU","AYABACA, AYABACA, PIURA, PERU",-4.6400714,-79.7152245,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"AYABACA, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:01:29.081082,"Ayabaca, Distrito de Ayabaca, Ayabaca, Piura, Perú",town,0.31074813956852465,"['-4.6800714', '-4.6000714', '-79.7552245', '-79.6752245']"
,JIRÓN JR. CUZCO S/N BARRIO JUAN VELASCO A. S/N JR. CUZCO S/N BARRIO JUAN VELASCO A. LAS LOMAS PIURA PIURA,,1932,,,PIURA,,1874,,,,,,PIURA,,1932,CENTRO DE SALUD LAS LOMAS,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD LAS LOMAS, LAS LOMAS, PIURA, PIURA, PERU","JIRÓN JR. CUZCO S/N BARRIO JUAN VELASCO A. S/N JR. CUZCO S/N BARRIO JUAN VELASCO A. LAS LOMAS PIURA PIURA, LAS LOMAS, PIURA, PIURA, PERU","LAS LOMAS, PIURA, PIURA, PERU",-4.6601140,-80.2439085,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD LAS LOMAS, LAS LOMAS, PIURA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:01:32.235784,"Establecimiento de Salud I-3 Las Lomas, Jirón Francisco Burneo, Juan Velasco Alvarado, Bellavista, Las Lomas, Piura, Perú",clinic,3.897077897302232e-05,"['-4.6603459', '-4.6598929', '-80.2441468', '-80.2436785']"
,OTROS CASERIO POTRERILO LAS LOMAS CASERIO POTRERILO LAS LOMAS LAS LOMAS PIURA PIURA,,1933,,,PIURA,,1875,,,,,,PIURA,,1933,PUESTO DE SALUD POTRERILLO,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD POTRERILLO, LAS LOMAS, PIURA, PIURA, PERU","OTROS CASERIO POTRERILO LAS LOMAS CASERIO POTRERILO LAS LOMAS LAS LOMAS PIURA PIURA, LAS LOMAS, PIURA, PIURA, PERU","LAS LOMAS, PIURA, PIURA, PERU",-4.7076581,-80.1040871,NOMINATIM,LOW,FALLBACK,SUCCESS,,PRIMARY,"LAS LOMAS, PIURA, PIURA, PERU",3,NOMINATIM,2026-05-16T03:01:40.812317,"Las Lomas, Piura, Perú",administrative,0.35049604782988514,"['-4.8305878', '-4.5851075', '-80.3711757', '-80.0084531']"
,OTROS CASERIO CHIPILLICO CASERIO CHIPILLICO LAS LOMAS PIURA PIURA,,1934,,,PIURA,,1876,,,,,,PIURA,,1934,PUESTO DE SALUD CHIPILLICO,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CHIPILLICO, LAS LOMAS, PIURA, PIURA, PERU","OTROS CASERIO CHIPILLICO CASERIO CHIPILLICO LAS LOMAS PIURA PIURA, LAS LOMAS, PIURA, PIURA, PERU","LAS LOMAS, PIURA, PIURA, PERU",-4.7197242,-80.1313940,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD CHIPILLICO, LAS LOMAS, PIURA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:01:43.605767,"Puesto de Salud Chipillico, Calle María Parado de Bellido, Chipillico, Las Lomas, Piura, Perú",doctors,3.897077897302232e-05,"['-4.7197742', '-4.7196742', '-80.1314440', '-80.1313440']"
,OTROS CASERÍO EL SAUCE - LAS LOMAS CASERÍO EL SAUCE - LAS LOMAS LAS LOMAS PIURA PIURA,,1935,,,PIURA,,1877,,,,,,PIURA,,1935,PUESTO DE SALUD EL SAUCE-LAS LOMAS,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD EL SAUCE-LAS LOMAS, LAS LOMAS, PIURA, PIURA, PERU","OTROS CASERÍO EL SAUCE - LAS LOMAS CASERÍO EL SAUCE - LAS LOMAS LAS LOMAS PIURA PIURA, LAS LOMAS, PIURA, PIURA, PERU","LAS LOMAS, PIURA, PIURA, PERU",-4.7076581,-80.1040871,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"LAS LOMAS, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:01:49.292577,"Las Lomas, Piura, Perú",administrative,0.35049604782988514,"['-4.8305878', '-4.5851075', '-80.3711757', '-80.0084531']"
,OTROS CASERIO PAMPA ELERA BAJA CASERIO PAMPA ELERA BAJA LAS LOMAS PIURA PIURA,,1936,,,PIURA,,1878,,,,,,PIURA,,1936,PUESTO DE SALUD PAMPA ELERA BAJA,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PAMPA ELERA BAJA, LAS LOMAS, PIURA, PIURA, PERU","OTROS CASERIO PAMPA ELERA BAJA CASERIO PAMPA ELERA BAJA LAS LOMAS PIURA PIURA, LAS LOMAS, PIURA, PIURA, PERU","LAS LOMAS, PIURA, PIURA, PERU",-4.6975701,-80.1474193,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD PAMPA ELERA BAJA, LAS LOMAS, PIURA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:01:51.608008,"Puesto de Salud Pampa Elera Baja, PI-533, Represa San Lorenzo, La Menta Centro, Pampa Elera Alta, Las Lomas, Piura, Perú",doctors,3.897077897302232e-05,"['-4.6976201', '-4.6975201', '-80.1474693', '-80.1473693']"
,OTROS CASERIO PELINGARA LAS LOMAS CASERIO PELINGARA LAS LOMAS LAS LOMAS PIURA PIURA,,1937,,,PIURA,,1879,,,,,,PIURA,,1937,PUESTO DE SALUD PELINGARA,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PELINGARA, LAS LOMAS, PIURA, PIURA, PERU","OTROS CASERIO PELINGARA LAS LOMAS CASERIO PELINGARA LAS LOMAS LAS LOMAS PIURA PIURA, LAS LOMAS, PIURA, PIURA, PERU","LAS LOMAS, PIURA, PIURA, PERU",-4.7076581,-80.1040871,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"LAS LOMAS, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:01:56.462290,"Las Lomas, Piura, Perú",administrative,0.35049604782988514,"['-4.8305878', '-4.5851075', '-80.3711757', '-80.0084531']"
,OTROS CASERIO HUACHUMA ALTA - LAS LOMAS CASERIO HUACHUMA ALTA - LAS LOMAS LAS LOMAS PIURA PIURA,,1938,,,PIURA,,1880,,,,,,PIURA,,1938,PUESTO DE SALUD HUACHUMA ALTA,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD HUACHUMA ALTA, LAS LOMAS, PIURA, PIURA, PERU","OTROS CASERIO HUACHUMA ALTA - LAS LOMAS CASERIO HUACHUMA ALTA - LAS LOMAS LAS LOMAS PIURA PIURA, LAS LOMAS, PIURA, PIURA, PERU","LAS LOMAS, PIURA, PIURA, PERU",-4.7076581,-80.1040871,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"LAS LOMAS, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:02:01.562700,"Las Lomas, Piura, Perú",administrative,0.35049604782988514,"['-4.8305878', '-4.5851075', '-80.3711757', '-80.0084531']"
,OTROS CASERIO SAN FRANCISCO DE PAMPA ELERA CASERIO SAN FRANCISCO DE PAMPA ELERA LAS LOMAS PIURA PIURA,,1939,,,PIURA,,1881,,,,,,PIURA,,1939,PUESTO DE SALUD SAN FRANCISCO DE PAMPA ELERA,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAN FRANCISCO DE PAMPA ELERA, LAS LOMAS, PIURA, PIURA, PERU","OTROS CASERIO SAN FRANCISCO DE PAMPA ELERA CASERIO SAN FRANCISCO DE PAMPA ELERA LAS LOMAS PIURA PIURA, LAS LOMAS, PIURA, PIURA, PERU","LAS LOMAS, PIURA, PIURA, PERU",-4.6879089,-80.0697998,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD SAN FRANCISCO DE PAMPA ELERA, LAS LOMAS, PIURA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:02:04.342349,"Puesto de Salud - San Francisco de Pampa Elera, PI-533, Jahuay, La Higueria, La Menta, Las Lomas, Piura, Perú",doctors,3.897077897302232e-05,"['-4.6879589', '-4.6878589', '-80.0698498', '-80.0697498']"
,OTROS CASERIO SANTA ELENA - LAS LOMAS CASERIO SANTA ELENA - LAS LOMAS LAS LOMAS PIURA PIURA,,1940,,,PIURA,,1882,,,,,,PIURA,,1940,PUESTO DE SALUD SANTA ELENA - LAS LOMAS,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SANTA ELENA - LAS LOMAS, LAS LOMAS, PIURA, PIURA, PERU","OTROS CASERIO SANTA ELENA - LAS LOMAS CASERIO SANTA ELENA - LAS LOMAS LAS LOMAS PIURA PIURA, LAS LOMAS, PIURA, PIURA, PERU","LAS LOMAS, PIURA, PIURA, PERU",-4.7076581,-80.1040871,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"LAS LOMAS, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:02:10.847479,"Las Lomas, Piura, Perú",administrative,0.35049604782988514,"['-4.8305878', '-4.5851075', '-80.3711757', '-80.0084531']"
,OTROS CASERIO PUERTA PULACHE CASERIO PUERTA PULACHE LAS LOMAS PIURA PIURA,,1941,,,PIURA,,1883,,,,,,PIURA,,1941,PUESTO DE SALUD PUERTA PULACHE,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PUERTA PULACHE, LAS LOMAS, PIURA, PIURA, PERU","OTROS CASERIO PUERTA PULACHE CASERIO PUERTA PULACHE LAS LOMAS PIURA PIURA, LAS LOMAS, PIURA, PIURA, PERU","LAS LOMAS, PIURA, PIURA, PERU",-4.7076581,-80.1040871,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"LAS LOMAS, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:02:16.320845,"Las Lomas, Piura, Perú",administrative,0.35049604782988514,"['-4.8305878', '-4.5851075', '-80.3711757', '-80.0084531']"
,OTROS CASERIO GARABATO LAS LOMAS CASERIO GARABATO LAS LOMAS LAS LOMAS PIURA PIURA,,1942,,,PIURA,,1884,,,,,,PIURA,,1942,PUESTO DE SALUD GARABATOS,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD GARABATOS, LAS LOMAS, PIURA, PIURA, PERU","OTROS CASERIO GARABATO LAS LOMAS CASERIO GARABATO LAS LOMAS LAS LOMAS PIURA PIURA, LAS LOMAS, PIURA, PIURA, PERU","LAS LOMAS, PIURA, PIURA, PERU",-4.7089581,-80.0824258,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD GARABATOS, LAS LOMAS, PIURA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:02:18.948597,"Puesto de Salud Garabatos, PI-533, Jahuay, La Higueria, La Menta, Las Lomas, Piura, Perú",doctors,3.897077897302232e-05,"['-4.7090081', '-4.7089081', '-80.0824758', '-80.0823758']"
,OTROS CENTRO SERVICIOS PARTIDOR CENTRO SERVICIOS PARTIDOR LAS LOMAS PIURA PIURA,,1943,,,PIURA,,1885,,,,,,PIURA,,1943,CENTRO DE SALUD EL PARTIDOR,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD EL PARTIDOR, LAS LOMAS, PIURA, PIURA, PERU","OTROS CENTRO SERVICIOS PARTIDOR CENTRO SERVICIOS PARTIDOR LAS LOMAS PIURA PIURA, LAS LOMAS, PIURA, PIURA, PERU","LAS LOMAS, PIURA, PIURA, PERU",-4.7309471,-80.2796964,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD EL PARTIDOR, LAS LOMAS, PIURA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:02:21.597037,"El Partidor, PI-609, Barrio Libre, Las Mercedes, Cp04 Yuscay, Las Lomas, Piura, Perú",clinic,3.897077897302232e-05,"['-4.7309971', '-4.7308971', '-80.2797464', '-80.2796464']"
,OTROS COMUNIDAD LA MENTA COMUNIDAD LA MENTA LAS LOMAS PIURA PIURA,,1944,,,PIURA,,1886,,,,,,PIURA,,1944,PUESTO SALUD LA MENTA,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO SALUD LA MENTA, LAS LOMAS, PIURA, PIURA, PERU","OTROS COMUNIDAD LA MENTA COMUNIDAD LA MENTA LAS LOMAS PIURA PIURA, LAS LOMAS, PIURA, PIURA, PERU","LAS LOMAS, PIURA, PIURA, PERU",-4.7190508,-80.0971652,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO SALUD LA MENTA, LAS LOMAS, PIURA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:02:24.490698,"Puesto de Salud La Menta, PI-533, Jahuay, La Higueria, La Menta, Las Lomas, Piura, Perú",doctors,3.897077897302232e-05,"['-4.7191008', '-4.7190008', '-80.0972152', '-80.0971152']"
,JIRÓN JR. GUEPI- S/N - SUYO S/N JR. GUEPI- S/N - SUYO SUYO AYABACA PIURA,,1945,,,AYABACA,,1887,,,,,,PIURA,,1945,CENTRO DE SALUD SUYO,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD SUYO, SUYO, AYABACA, PIURA, PERU","JIRÓN JR. GUEPI- S/N - SUYO S/N JR. GUEPI- S/N - SUYO SUYO AYABACA PIURA, SUYO, AYABACA, PIURA, PERU","SUYO, AYABACA, PIURA, PERU",-4.5144784,-80.0023272,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD SUYO, SUYO, AYABACA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:02:27.244608,"Establecimiento de Salud Suyo, Jirón Guepi, El Pastor, Suyo, Ayabaca, Piura, Perú",clinic,3.929732204161162e-05,"['-4.5146832', '-4.5139396', '-80.0027120', '-80.0020142']"
,OTROS CASERIO CHIRINOS - SUYO - AYABACA CASERIO CHIRINOS - SUYO - AYABACA SUYO AYABACA PIURA,,1946,,,AYABACA,,1888,,,,,,PIURA,,1946,PUESTO DE SALUD CHIRINOS,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CHIRINOS, SUYO, AYABACA, PIURA, PERU","OTROS CASERIO CHIRINOS - SUYO - AYABACA CASERIO CHIRINOS - SUYO - AYABACA SUYO AYABACA PIURA, SUYO, AYABACA, PIURA, PERU","SUYO, AYABACA, PIURA, PERU",-4.5125226,-80.0025827,NOMINATIM,LOW,FALLBACK,SUCCESS,,PRIMARY,"SUYO, AYABACA, PIURA, PERU",3,NOMINATIM,2026-05-16T03:02:35.419883,"Suyo, Ayabaca, Piura, Perú",administrative,0.35049604782988514,"['-4.6041913', '-4.2854506', '-80.2970949', '-79.8378965']"
,OTROS CASERIO PAMPA LARGA GUITARRAS - SUYO - AYABACA CASERIO PAMPA LARGA GUITARRAS - SUYO - AYABACA SUYO AYABACA PIURA,,1947,,,AYABACA,,1889,,,,,,PIURA,,1947,PUESTO DE SALUD PAMPA LARGA GUITARRAS,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PAMPA LARGA GUITARRAS, SUYO, AYABACA, PIURA, PERU","OTROS CASERIO PAMPA LARGA GUITARRAS - SUYO - AYABACA CASERIO PAMPA LARGA GUITARRAS - SUYO - AYABACA SUYO AYABACA PIURA, SUYO, AYABACA, PIURA, PERU","SUYO, AYABACA, PIURA, PERU",-4.5125226,-80.0025827,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SUYO, AYABACA, PIURA, PERU",3,NOMINATIM,2026-05-16T03:02:47.614498,"Suyo, Ayabaca, Piura, Perú",administrative,0.35049604782988514,"['-4.6041913', '-4.2854506', '-80.2970949', '-79.8378965']"
,OTROS CASERIO LA TINA - SUYO - AYABACA CASERIO LA TINA - SUYO - AYABACA SUYO AYABACA PIURA,,1948,,,AYABACA,,1890,,,,,,PIURA,,1948,PUESTO DE SALUD LA TINA,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA TINA, SUYO, AYABACA, PIURA, PERU","OTROS CASERIO LA TINA - SUYO - AYABACA CASERIO LA TINA - SUYO - AYABACA SUYO AYABACA PIURA, SUYO, AYABACA, PIURA, PERU","SUYO, AYABACA, PIURA, PERU",-4.5125226,-80.0025827,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SUYO, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:02:52.625641,"Suyo, Ayabaca, Piura, Perú",administrative,0.35049604782988514,"['-4.6041913', '-4.2854506', '-80.2970949', '-79.8378965']"
,OTROS CASERIO LA TIENDA - SUYO - AYABACA CASERIO LA TIENDA - SUYO - AYABACA SUYO AYABACA PIURA,,1949,,,AYABACA,,1891,,,,,,PIURA,,1949,PUESTO DE SALUD LA TIENDA,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA TIENDA, SUYO, AYABACA, PIURA, PERU","OTROS CASERIO LA TIENDA - SUYO - AYABACA CASERIO LA TIENDA - SUYO - AYABACA SUYO AYABACA PIURA, SUYO, AYABACA, PIURA, PERU","SUYO, AYABACA, PIURA, PERU",-4.5125226,-80.0025827,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SUYO, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:02:58.037462,"Suyo, Ayabaca, Piura, Perú",administrative,0.35049604782988514,"['-4.6041913', '-4.2854506', '-80.2970949', '-79.8378965']"
,OTROS CASERIO SURPAMPA - SUYO - AYABACA CASERIO SURPAMPA - SUYO - AYABACA SUYO AYABACA PIURA,,1950,,,AYABACA,,1892,,,,,,PIURA,,1950,SURPAMPA,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,,"SURPAMPA, SUYO, AYABACA, PIURA, PERU","OTROS CASERIO SURPAMPA - SUYO - AYABACA CASERIO SURPAMPA - SUYO - AYABACA SUYO AYABACA PIURA, SUYO, AYABACA, PIURA, PERU","SUYO, AYABACA, PIURA, PERU",-4.5125226,-80.0025827,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SUYO, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:03:03.732358,"Suyo, Ayabaca, Piura, Perú",administrative,0.35049604782988514,"['-4.6041913', '-4.2854506', '-80.2970949', '-79.8378965']"
,OTROS CASERIO SARAYUYO - SUYO- AYABACA CASERIO SARAYUYO - SUYO- AYABACA SUYO AYABACA PIURA,,1951,,,AYABACA,,1893,,,,,,PIURA,,1951,PUESTO DE SALUD SARAYUYO,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SARAYUYO, SUYO, AYABACA, PIURA, PERU","OTROS CASERIO SARAYUYO - SUYO- AYABACA CASERIO SARAYUYO - SUYO- AYABACA SUYO AYABACA PIURA, SUYO, AYABACA, PIURA, PERU","SUYO, AYABACA, PIURA, PERU",-4.5125226,-80.0025827,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SUYO, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:03:09.122273,"Suyo, Ayabaca, Piura, Perú",administrative,0.35049604782988514,"['-4.6041913', '-4.2854506', '-80.2970949', '-79.8378965']"
,OTROS ALTURA DE PUENTE INTERNACIONAL ALTURA DE PUENTE INTERNACIONAL SUYO AYABACA PIURA,,1952,,,AYABACA,,1894,,,,,,PIURA,,1952,PUESTO DE SALUD PUENTE INTERNACIONAL,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PUENTE INTERNACIONAL, SUYO, AYABACA, PIURA, PERU","OTROS ALTURA DE PUENTE INTERNACIONAL ALTURA DE PUENTE INTERNACIONAL SUYO AYABACA PIURA, SUYO, AYABACA, PIURA, PERU","SUYO, AYABACA, PIURA, PERU",-4.5125226,-80.0025827,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SUYO, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:03:14.335621,"Suyo, Ayabaca, Piura, Perú",administrative,0.35049604782988514,"['-4.6041913', '-4.2854506', '-80.2970949', '-79.8378965']"
,OTROS CASERIO SANTA ANA DE QUIROZ- SUYO CASERIO SANTA ANA DE QUIROZ- SUYO SUYO AYABACA PIURA,,1953,,,AYABACA,,1895,,,,,,PIURA,,1953,PUESTO DE SALUD SANTA ANA DE QUIROZ,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SANTA ANA DE QUIROZ, SUYO, AYABACA, PIURA, PERU","OTROS CASERIO SANTA ANA DE QUIROZ- SUYO CASERIO SANTA ANA DE QUIROZ- SUYO SUYO AYABACA PIURA, SUYO, AYABACA, PIURA, PERU","SUYO, AYABACA, PIURA, PERU",-4.5459096,-80.0738269,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"PUESTO DE SALUD SANTA ANA DE QUIROZ, SUYO, AYABACA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:03:16.981748,"Puesto de Salud Santa Ana de Quiroz, PE-1NL, Santa Ana de Quirós, Suyo, Ayabaca, Piura, Perú",clinic,3.929732204161162e-05,"['-4.5459653', '-4.5458560', '-80.0738836', '-80.0737703']"
,OTROS CASERIO LA LAGUNA CASERIO LA LAGUNA SUYO AYABACA PIURA,,1954,,,AYABACA,,1896,,,,,,PIURA,,1954,PUESTO DE SALUD LA LAGUNA,,SUYO,200210,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD LA LAGUNA, SUYO, AYABACA, PIURA, PERU","OTROS CASERIO LA LAGUNA CASERIO LA LAGUNA SUYO AYABACA PIURA, SUYO, AYABACA, PIURA, PERU","SUYO, AYABACA, PIURA, PERU",-4.5125226,-80.0025827,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SUYO, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:03:22.272681,"Suyo, Ayabaca, Piura, Perú",administrative,0.35049604782988514,"['-4.6041913', '-4.2854506', '-80.2970949', '-79.8378965']"
,CALLE CALLE LA ARENA S/N. SAPILLLICA S/N CALLE LA ARENA S/N. SAPILLLICA SAPILLICA AYABACA PIURA,,1955,,,AYABACA,,1897,,,,,,PIURA,,1955,CENTRO DE SALUD SAPILLICA,,SAPILLICA,200208,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD SAPILLICA, SAPILLICA, AYABACA, PIURA, PERU","CALLE CALLE LA ARENA S/N. SAPILLLICA S/N CALLE LA ARENA S/N. SAPILLLICA SAPILLICA AYABACA PIURA, SAPILLICA, AYABACA, PIURA, PERU","SAPILLICA, AYABACA, PIURA, PERU",-4.7755217,-79.9819419,NOMINATIM,MEDIUM,PRIMARY,SUCCESS,,PRIMARY,"CENTRO DE SALUD SAPILLICA, SAPILLICA, AYABACA, PIURA, PERU",1,NOMINATIM,2026-05-16T03:03:25.122633,"Establecimiento de Salud Sapillica, Avenida Ernesto Merino, Nueva Esperanza, Sapillica, Ayabaca, Piura, Perú",clinic,4.0000762951049326e-05,"['-4.7758091', '-4.7752558', '-79.9822331', '-79.9816591']"
,OTROS CASERIO TASAJERAS CASERIO TASAJERAS SAPILLICA AYABACA PIURA,,1956,,,AYABACA,,1898,,,,,,PIURA,,1956,PUESTO DE SALUD TASAJERAS,,SAPILLICA,200208,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD TASAJERAS, SAPILLICA, AYABACA, PIURA, PERU","OTROS CASERIO TASAJERAS CASERIO TASAJERAS SAPILLICA AYABACA PIURA, SAPILLICA, AYABACA, PIURA, PERU","SAPILLICA, AYABACA, PIURA, PERU",-4.7814669,-79.9901191,NOMINATIM,LOW,FALLBACK,SUCCESS,,PRIMARY,"SAPILLICA, AYABACA, PIURA, PERU",3,NOMINATIM,2026-05-16T03:03:33.096441,"Sapillica, Ayabaca, Piura, Perú",administrative,0.3378692872294172,"['-4.8691953', '-4.6946132', '-80.0967579', '-79.8775937']"
,OTROS CASERIO COLETAS CHACHACOMAL CASERIO COLETAS CHACHACOMAL SAPILLICA AYABACA PIURA,,1957,,,AYABACA,,1899,,,,,,PIURA,,1957,PUESTO DE SALUD COLETAS DE CHACHACOMAL,,SAPILLICA,200208,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD COLETAS DE CHACHACOMAL, SAPILLICA, AYABACA, PIURA, PERU","OTROS CASERIO COLETAS CHACHACOMAL CASERIO COLETAS CHACHACOMAL SAPILLICA AYABACA PIURA, SAPILLICA, AYABACA, PIURA, PERU","SAPILLICA, AYABACA, PIURA, PERU",-4.7814669,-79.9901191,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SAPILLICA, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:03:38.491098,"Sapillica, Ayabaca, Piura, Perú",administrative,0.3378692872294172,"['-4.8691953', '-4.6946132', '-80.0967579', '-79.8775937']"
,OTROS CASERIO EL SAUCE -SAPILLICA CASERIO EL SAUCE -SAPILLICA SAPILLICA AYABACA PIURA,,1958,,,AYABACA,,1900,,,,,,PIURA,,1958,PUESTO DE SALUD EL SAUCE - SAPILLICA,,SAPILLICA,200208,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD EL SAUCE - SAPILLICA, SAPILLICA, AYABACA, PIURA, PERU","OTROS CASERIO EL SAUCE -SAPILLICA CASERIO EL SAUCE -SAPILLICA SAPILLICA AYABACA PIURA, SAPILLICA, AYABACA, PIURA, PERU","SAPILLICA, AYABACA, PIURA, PERU",-4.7814669,-79.9901191,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SAPILLICA, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:03:44.187922,"Sapillica, Ayabaca, Piura, Perú",administrative,0.3378692872294172,"['-4.8691953', '-4.6946132', '-80.0967579', '-79.8775937']"
